Year,Data
1970,80.7144
1971,90.40135
1972,97.48459
1973,81.7502
1974,116.43951
1975,134.81771
1976,194.36744
1977,252.98374
1978,282.80565
1979,291.83522
1980,394.0845
1981,408.4292
1982,414.40071
1983,410.69191
1984,434.3161
1985,350.81401
1986,303.84255
1987,280.76435
1988,320.82484
1989,355.29571
1990,348.8750100000001
1991,352.82293
1992,341.32598
1993,387.76187
1994,378.5697
1995,318.91729
1996,348.48343
1997,489.14632
1998,436.16742
1999,417.78941
2000,601.47475
2001,708.97458
2002,484.173
2003,694.0745099999998
2004,783.1365400000002
2005,1024.11794
2006,1044.68157
2007,1082.32631
2008,1301.79895
2009,793.0267
