Year,Data
1970,14.32017
1971,18.33344
1972,19.0107
1973,21.15457
1974,27.30731
1975,29.95296
1976,35.75676
1977,45.56848
1978,62.79299
1979,74.88682
1980,114.04176
1981,139.29013
1982,179.5587
1983,222.55127
1984,237.12394
1985,293.6667
1986,274.22938
1987,315.15501
1988,312.81426
1989,346.39375
1990,363.33095
1991,322.37643
1992,353.72449
1993,369.66743
1994,392.13255
1995,389.5945200000001
1996,398.13632
1997,385.15836
1998,378.96121
1999,395.98687
2000,420.64193
2001,437.31445
2002,433.81575
2003,435.2152
2004,456.7165700000001
2005,479.76074000000006
2006,494.41717
2007,529.47835
2008,567.27456
2009,582.1673400000002
