MSN,Year,Data
TEACD,1970,2.27518
TEACD,1971,2.331
TEACD,1972,2.30632
TEACD,1973,2.48949
TEACD,1974,3.56821
TEACD,1975,4.02612
TEACD,1976,4.1237900000000005
TEACD,1977,4.42661
TEACD,1978,4.62704
TEACD,1979,6.15669
TEACD,1980,8.692839999999999
TEACD,1981,9.97173
TEACD,1982,9.71812
TEACD,1983,8.655
TEACD,1984,8.51624
TEACD,1985,8.470089999999999
TEACD,1986,6.65907
TEACD,1987,7.038989999999999
TEACD,1988,6.99777
TEACD,1989,7.71772
TEACD,1990,8.709430000000001
TEACD,1991,8.480080000000001
TEACD,1992,8.63263
TEACD,1993,9.03412
TEACD,1994,8.93205
TEACD,1995,8.925189999999997
TEACD,1996,9.65754
TEACD,1997,9.50434
TEACD,1998,8.099969999999999
TEACD,1999,8.748330000000001
TEACD,2000,11.21137
TEACD,2001,10.60611
TEACD,2002,10.18387
TEACD,2003,11.64641
TEACD,2004,13.84885
TEACD,2005,18.0131
TEACD,2006,20.27086
TEACD,2007,22.12107
TEACD,2008,26.476370000000006
TEACD,2009,18.48753
TECCD,1970,1.36796
TECCD,1971,1.4572
TECCD,1972,1.63521
TECCD,1973,1.97532
TECCD,1974,2.40856
TECCD,1975,2.73791
TECCD,1976,2.7059
TECCD,1977,3.86827
TECCD,1978,4.58294
TECCD,1979,5.40244
TECCD,1980,6.76727
TECCD,1981,8.33159
TECCD,1982,9.57723
TECCD,1983,8.79711
TECCD,1984,10.30049
TECCD,1985,12.60048
TECCD,1986,11.70354
TECCD,1987,11.44732
TECCD,1988,9.79673
TECCD,1989,10.64812
TECCD,1990,11.6487
TECCD,1991,11.53468
TECCD,1992,10.86619
TECCD,1993,11.6915
TECCD,1994,12.75447
TECCD,1995,12.06328
TECCD,1996,11.65091
TECCD,1997,12.17233
TECCD,1998,12.36754
TECCD,1999,11.83635
TECCD,2000,12.55402
TECCD,2001,13.72179
TECCD,2002,12.98907
TECCD,2003,14.10796
TECCD,2004,14.71587
TECCD,2005,16.2271
TECCD,2006,16.95451
TECCD,2007,16.732129999999998
TECCD,2008,18.89534
TECCD,2009,16.61226
TEICD,1970,0.65213
TEICD,1971,0.69743
TEICD,1972,0.7446
TEICD,1973,0.93036
TEICD,1974,1.30142
TEICD,1975,1.5193
TEICD,1976,1.68543
TEICD,1977,2.47761
TEICD,1978,2.91554
TEICD,1979,4.2941400000000005
TEICD,1980,4.99084
TEICD,1981,6.16837
TEICD,1982,7.06335
TEICD,1983,6.61908
TEICD,1984,6.916639999999999
TEICD,1985,7.80479
TEICD,1986,7.12874
TEICD,1987,6.839289999999999
TEICD,1988,6.50809
TEICD,1989,6.7227
TEICD,1990,7.6303100000000015
TEICD,1991,6.5469300000000015
TEICD,1992,6.16011
TEICD,1993,6.31113
TEICD,1994,6.35547
TEICD,1995,6.11592
TEICD,1996,6.92665
TEICD,1997,6.79847
TEICD,1998,6.2424300000000015
TEICD,1999,6.05729
TEICD,2000,7.60728
TEICD,2001,8.26941
TEICD,2002,7.23308
TEICD,2003,8.39343
TEICD,2004,9.90145
TEICD,2005,11.98591
TEICD,2006,13.13928
TEICD,2007,13.77333
TEICD,2008,17.21014
TEICD,2009,12.9546
TERCD,1970,1.7684099999999998
TERCD,1971,1.82447
TERCD,1972,1.88565
TERCD,1973,2.59914
TERCD,1974,2.8953900000000004
TERCD,1975,3.03756
TERCD,1976,2.90798
TERCD,1977,4.21246
TERCD,1978,4.97981
TERCD,1979,5.5674199999999985
TERCD,1980,6.63657
TERCD,1981,7.78017
TERCD,1982,8.62138
TERCD,1983,9.42622
TERCD,1984,10.15259
TERCD,1985,10.99958
TERCD,1986,10.91071
TERCD,1987,10.29537
TERCD,1988,10.50337
TERCD,1989,11.18561
TERCD,1990,10.96791
TERCD,1991,11.05906
TERCD,1992,10.54838
TERCD,1993,11.1216
TERCD,1994,11.83332
TERCD,1995,11.46874
TERCD,1996,10.67065
TERCD,1997,11.49116
TERCD,1998,11.43437
TERCD,1999,11.19917
TERCD,2000,12.21191
TERCD,2001,14.28491
TERCD,2002,12.845
TERCD,2003,14.61098
TERCD,2004,15.26315
TERCD,2005,16.82841
TERCD,2006,18.26899
TERCD,2007,17.90479
TERCD,2008,19.57346
TERCD,2009,17.73259
