Year,Data
1960,470179.0729
1961,485011.4114
1962,532317.4494
1963,553365.0396
1964,616974.7209
1965,648385.3019
1966,658497.1862
1967,698647.9381
1968,699195.4505
1969,761381.1829
1970,750899.9252
1971,845371.7732
1972,855069.7609
1973,837254.151
1974,797409.5173
1975,858070.0748
1976,828766.2144
1977,774076.277
1978,788182.3362
1979,863039.4506
1980,799325.7263
1981,770264.5636
1982,813470.5267
1983,792984.7141
1984,787164.7546
1985,853896.1814
1986,776539.6076
1987,852004.1864
1988,870578.7134
1989,913280.3555
1990,869764.296
1991,866952.2953
1992,841592.2974
1993,847867.0818
1994,861019.8769
1995,811913.4307
1996,827236.8703
1997,807838.1745
1998,912573.5537
1999,908311.7977
2000,840507.8865
2001,850650.1232
2002,852917.1814
2003,866703.3456
2004,888253.0356
2005,859030.1388
2006,877193.3959
2007,874821.2021
2008,896426.4479
2009,882562.2794
