MSN,Year,Data
ABICB,2010,-2.0
ABICB,2011,0.0
ABICB,2012,0.0
ABICB,2013,-3.0
ABICB,2014,-1.0
ABICB,2015,-2.0
ABICP,2010,0.0
ABICP,2011,0.0
ABICP,2012,0.0
ABICP,2013,-1.0
ABICP,2014,0.0
ABICP,2015,0.0
ARICB,2010,9405.0
ARICB,2011,10541.0
ARICB,2012,10257.0
ARICB,2013,8710.0
ARICB,2014,8472.0
ARICB,2015,8145.0
ARICD,2010,17.0
ARICD,2011,17.32
ARICD,2012,18.45
ARICD,2013,17.54
ARICD,2014,17.88
ARICD,2015,16.81
ARICP,2010,1417.0
ARICP,2011,1588.0
ARICP,2012,1546.0
ARICP,2013,1313.0
ARICP,2014,1277.0
ARICP,2015,1227.0
ARICV,2010,159.9
ARICV,2011,182.6
ARICV,2012,189.3
ARICV,2013,152.8
ARICV,2014,151.5
ARICV,2015,136.9
ARTCB,2010,9405.0
ARTCB,2011,10541.0
ARTCB,2012,10257.0
ARTCB,2013,8710.0
ARTCB,2014,8472.0
ARTCB,2015,8145.0
ARTCD,2010,17.0
ARTCD,2011,17.32
ARTCD,2012,18.45
ARTCD,2013,17.54
ARTCD,2014,17.88
ARTCD,2015,16.81
ARTCP,2010,1417.0
ARTCP,2011,1588.0
ARTCP,2012,1546.0
ARTCP,2013,1313.0
ARTCP,2014,1277.0
ARTCP,2015,1227.0
ARTCV,2010,159.9
ARTCV,2011,182.6
ARTCV,2012,189.3
ARTCV,2013,152.8
ARTCV,2014,151.5
ARTCV,2015,136.9
ARTXB,2010,9405.0
ARTXB,2011,10541.0
ARTXB,2012,10257.0
ARTXB,2013,8710.0
ARTXB,2014,8472.0
ARTXB,2015,8145.0
ARTXD,2010,17.0
ARTXD,2011,17.32
ARTXD,2012,18.45
ARTXD,2013,17.54
ARTXD,2014,17.88
ARTXD,2015,16.81
ARTXP,2010,1417.0
ARTXP,2011,1588.0
ARTXP,2012,1546.0
ARTXP,2013,1313.0
ARTXP,2014,1277.0
ARTXP,2015,1227.0
ARTXV,2010,159.9
ARTXV,2011,182.6
ARTXV,2012,189.3
ARTXV,2013,152.8
ARTXV,2014,151.5
ARTXV,2015,136.9
AVACB,2010,242.0
AVACB,2011,227.0
AVACB,2012,210.0
AVACB,2013,188.0
AVACB,2014,229.0
AVACB,2015,183.0
AVACD,2010,25.19
AVACD,2011,31.64
AVACD,2012,33.04
AVACD,2013,32.71
AVACD,2014,33.16
AVACD,2015,24.86
AVACP,2010,48.0
AVACP,2011,45.0
AVACP,2012,42.0
AVACP,2013,37.0
AVACP,2014,45.0
AVACP,2015,36.0
AVACV,2010,6.1
AVACV,2011,7.2
AVACV,2012,6.9
AVACV,2013,6.1
AVACV,2014,7.6
AVACV,2015,4.6
AVTCB,2010,242.0
AVTCB,2011,227.0
AVTCB,2012,210.0
AVTCB,2013,188.0
AVTCB,2014,229.0
AVTCB,2015,183.0
AVTCD,2010,25.19
AVTCD,2011,31.64
AVTCD,2012,33.04
AVTCD,2013,32.71
AVTCD,2014,33.16
AVTCD,2015,24.86
AVTCP,2010,48.0
AVTCP,2011,45.0
AVTCP,2012,42.0
AVTCP,2013,37.0
AVTCP,2014,45.0
AVTCP,2015,36.0
AVTCV,2010,6.1
AVTCV,2011,7.2
AVTCV,2012,6.9
AVTCV,2013,6.1
AVTCV,2014,7.6
AVTCV,2015,4.6
AVTXB,2010,242.0
AVTXB,2011,227.0
AVTXB,2012,210.0
AVTXB,2013,188.0
AVTXB,2014,229.0
AVTXB,2015,183.0
AVTXD,2010,25.19
AVTXD,2011,31.64
AVTXD,2012,33.04
AVTXD,2013,32.71
AVTXD,2014,33.16
AVTXD,2015,24.86
AVTXP,2010,48.0
AVTXP,2011,45.0
AVTXP,2012,42.0
AVTXP,2013,37.0
AVTXP,2014,45.0
AVTXP,2015,36.0
AVTXV,2010,6.1
AVTXV,2011,7.2
AVTXV,2012,6.9
AVTXV,2013,6.1
AVTXV,2014,7.6
AVTXV,2015,4.6
BMTCB,2010,17663.0
BMTCB,2011,17054.0
BMTCB,2012,16180.0
BMTCB,2013,17990.0
BMTCB,2014,17356.0
BMTCB,2015,16076.0
CLACB,2010,0.0
CLACB,2011,0.0
CLACB,2012,0.0
CLACB,2013,0.0
CLACB,2014,0.0
CLACB,2015,0.0
CLACD,2010,0.0
CLACD,2011,0.0
CLACD,2012,0.0
CLACD,2013,0.0
CLACD,2014,0.0
CLACD,2015,0.0
CLACK,2010,0.0
CLACK,2011,0.0
CLACK,2012,0.0
CLACK,2013,0.0
CLACK,2014,0.0
CLACK,2015,0.0
CLACP,2010,0.0
CLACP,2011,0.0
CLACP,2012,0.0
CLACP,2013,0.0
CLACP,2014,0.0
CLACP,2015,0.0
CLACV,2010,0.0
CLACV,2011,0.0
CLACV,2012,0.0
CLACV,2013,0.0
CLACV,2014,0.0
CLACV,2015,0.0
CLCCB,2010,0.0
CLCCB,2011,0.0
CLCCB,2012,0.0
CLCCB,2013,0.0
CLCCB,2014,0.0
CLCCB,2015,0.0
CLCCD,2010,0.0
CLCCD,2011,0.0
CLCCD,2012,0.0
CLCCD,2013,0.0
CLCCD,2014,0.0
CLCCD,2015,0.0
CLCCP,2010,0.0
CLCCP,2011,0.0
CLCCP,2012,0.0
CLCCP,2013,0.0
CLCCP,2014,0.0
CLCCP,2015,0.0
CLCCV,2010,0.0
CLCCV,2011,0.0
CLCCV,2012,0.0
CLCCV,2013,0.0
CLCCV,2014,0.0
CLCCV,2015,0.0
CLEIB,2010,266382.0
CLEIB,2011,284166.0
CLEIB,2012,262424.0
CLEIB,2013,255137.0
CLEIB,2014,213898.0
CLEIB,2015,214013.0
CLEID,2010,2.06
CLEID,2011,2.05
CLEID,2012,2.18
CLEID,2013,2.31
CLEID,2014,3.78
CLEID,2015,2.34
CLEIK,2010,18.325
CLEIK,2011,18.338
CLEIK,2012,18.158
CLEIK,2013,17.88
CLEIK,2014,17.954
CLEIK,2015,18.012
CLEIP,2010,14536.0
CLEIP,2011,15496.0
CLEIP,2012,14452.0
CLEIP,2013,14270.0
CLEIP,2014,11913.0
CLEIP,2015,11882.0
CLEIV,2010,547.7
CLEIV,2011,583.3
CLEIV,2012,572.6
CLEIV,2013,589.5
CLEIV,2014,808.4
CLEIV,2015,501.3
CLHCK,2010,0.0
CLHCK,2011,0.0
CLHCK,2012,0.0
CLHCK,2013,0.0
CLHCK,2014,0.0
CLHCK,2015,0.0
CLICB,2010,1092.0
CLICB,2011,571.0
CLICB,2012,1015.0
CLICB,2013,1240.0
CLICB,2014,1450.0
CLICB,2015,1691.0
CLICD,2010,2.38
CLICD,2011,2.56
CLICD,2012,2.86
CLICD,2013,2.8
CLICD,2014,2.76
CLICD,2015,2.66
CLICP,2010,44.0
CLICP,2011,23.0
CLICP,2012,42.0
CLICP,2013,51.0
CLICP,2014,60.0
CLICP,2015,69.0
CLICV,2010,2.6
CLICV,2011,1.5
CLICV,2012,2.9
CLICV,2013,3.5
CLICV,2014,4.0
CLICV,2015,4.5
CLKCB,2010,0.0
CLKCB,2011,0.0
CLKCB,2012,0.0
CLKCB,2013,0.0
CLKCB,2014,0.0
CLKCB,2015,0.0
CLKCD,2010,0.0
CLKCD,2011,0.0
CLKCD,2012,0.0
CLKCD,2013,0.0
CLKCD,2014,0.0
CLKCD,2015,0.0
CLKCK,2010,0.0
CLKCK,2011,0.0
CLKCK,2012,0.0
CLKCK,2013,0.0
CLKCK,2014,0.0
CLKCK,2015,0.0
CLKCP,2010,0.0
CLKCP,2011,0.0
CLKCP,2012,0.0
CLKCP,2013,0.0
CLKCP,2014,0.0
CLKCP,2015,0.0
CLKCV,2010,0.0
CLKCV,2011,0.0
CLKCV,2012,0.0
CLKCV,2013,0.0
CLKCV,2014,0.0
CLKCV,2015,0.0
CLOCB,2010,1092.0
CLOCB,2011,571.0
CLOCB,2012,1015.0
CLOCB,2013,1240.0
CLOCB,2014,1450.0
CLOCB,2015,1691.0
CLOCD,2010,2.38
CLOCD,2011,2.56
CLOCD,2012,2.86
CLOCD,2013,2.8
CLOCD,2014,2.76
CLOCD,2015,2.66
CLOCK,2010,24.922
CLOCK,2011,24.804
CLOCK,2012,24.445
CLOCK,2013,24.248
CLOCK,2014,24.317
CLOCK,2015,24.657
CLOCP,2010,44.0
CLOCP,2011,23.0
CLOCP,2012,42.0
CLOCP,2013,51.0
CLOCP,2014,60.0
CLOCP,2015,69.0
CLOCV,2010,2.6
CLOCV,2011,1.5
CLOCV,2012,2.9
CLOCV,2013,3.5
CLOCV,2014,4.0
CLOCV,2015,4.5
CLOSB,2010,1092.0
CLOSB,2011,571.0
CLOSB,2012,1015.0
CLOSB,2013,1240.0
CLOSB,2014,1450.0
CLOSB,2015,1691.0
CLPRB,2010,381448.0
CLPRB,2011,405952.0
CLPRB,2012,409050.0
CLPRB,2013,400228.0
CLPRB,2014,400158.0
CLPRB,2015,357525.0
CLPRK,2010,18.172
CLPRK,2011,18.518
CLPRK,2012,18.219
CLPRK,2013,18.218
