MSN,Year,Data
ABICB,2010,0.0
ABICB,2011,0.0
ABICB,2012,0.0
ABICB,2013,0.0
ABICB,2014,0.0
ABICB,2015,0.0
ABICP,2010,0.0
ABICP,2011,0.0
ABICP,2012,0.0
ABICP,2013,0.0
ABICP,2014,0.0
ABICP,2015,0.0
ARICB,2010,20002.0
ARICB,2011,20563.0
ARICB,2012,18436.0
ARICB,2013,16386.0
ARICB,2014,16284.0
ARICB,2015,17082.0
ARICD,2010,13.01
ARICD,2011,14.44
ARICD,2012,15.82
ARICD,2013,14.69
ARICD,2014,14.69
ARICD,2015,11.99
ARICP,2010,3014.0
ARICP,2011,3099.0
ARICP,2012,2778.0
ARICP,2013,2469.0
ARICP,2014,2454.0
ARICP,2015,2574.0
ARICV,2010,260.1
ARICV,2011,296.9
ARICV,2012,291.6
ARICV,2013,240.7
ARICV,2014,239.1
ARICV,2015,204.8
ARTCB,2010,20002.0
ARTCB,2011,20563.0
ARTCB,2012,18436.0
ARTCB,2013,16386.0
ARTCB,2014,16284.0
ARTCB,2015,17082.0
ARTCD,2010,13.01
ARTCD,2011,14.44
ARTCD,2012,15.82
ARTCD,2013,14.69
ARTCD,2014,14.69
ARTCD,2015,11.99
ARTCP,2010,3014.0
ARTCP,2011,3099.0
ARTCP,2012,2778.0
ARTCP,2013,2469.0
ARTCP,2014,2454.0
ARTCP,2015,2574.0
ARTCV,2010,260.1
ARTCV,2011,296.9
ARTCV,2012,291.6
ARTCV,2013,240.7
ARTCV,2014,239.1
ARTCV,2015,204.8
ARTXB,2010,20002.0
ARTXB,2011,20563.0
ARTXB,2012,18436.0
ARTXB,2013,16386.0
ARTXB,2014,16284.0
ARTXB,2015,17082.0
ARTXD,2010,13.01
ARTXD,2011,14.44
ARTXD,2012,15.82
ARTXD,2013,14.69
ARTXD,2014,14.69
ARTXD,2015,11.99
ARTXP,2010,3014.0
ARTXP,2011,3099.0
ARTXP,2012,2778.0
ARTXP,2013,2469.0
ARTXP,2014,2454.0
ARTXP,2015,2574.0
ARTXV,2010,260.1
ARTXV,2011,296.9
ARTXV,2012,291.6
ARTXV,2013,240.7
ARTXV,2014,239.1
ARTXV,2015,204.8
AVACB,2010,940.0
AVACB,2011,1034.0
AVACB,2012,842.0
AVACB,2013,701.0
AVACB,2014,1036.0
AVACB,2015,972.0
AVACD,2010,25.19
AVACD,2011,31.64
AVACD,2012,33.04
AVACD,2013,32.71
AVACD,2014,33.16
AVACD,2015,24.86
AVACP,2010,186.0
AVACP,2011,205.0
AVACP,2012,167.0
AVACP,2013,139.0
AVACP,2014,205.0
AVACP,2015,193.0
AVACV,2010,23.7
AVACV,2011,32.7
AVACV,2012,27.8
AVACV,2013,22.9
AVACV,2014,34.4
AVACV,2015,24.2
AVTCB,2010,940.0
AVTCB,2011,1034.0
AVTCB,2012,842.0
AVTCB,2013,701.0
AVTCB,2014,1036.0
AVTCB,2015,972.0
AVTCD,2010,25.19
AVTCD,2011,31.64
AVTCD,2012,33.04
AVTCD,2013,32.71
AVTCD,2014,33.16
AVTCD,2015,24.86
AVTCP,2010,186.0
