Year,Data
1970,55.78162
1971,57.26687
1972,61.93035
1973,64.59404
1974,70.98344
1975,67.56882
1976,77.8466
1977,84.19776
1978,90.09741
1979,107.32931
1980,99.72394
1981,137.57375
1982,123.77624
1983,144.71119
1984,172.50132
1985,171.25345
1986,121.68936
1987,149.0722
1988,159.97676
1989,220.83297
1990,202.95134
1991,205.33602
1992,197.58782
1993,150.21305
1994,340.21226
1995,305.08487
1996,248.49281
1997,165.92328999999995
1998,152.3706
1999,151.97631
2000,257.35735
2001,277.15838
2002,327.2354
2003,357.7723
2004,402.5053
2005,466.4034
2006,507.24793
2007,773.78475
2008,460.82991
2009,438.48394
