Year,Data
1970,1886.58214
1971,2104.35102
1972,2418.47145
1973,2737.64572
1974,3473.49775
1975,4328.66378
1976,4922.61579
1977,5989.58651
1978,6727.449659999998
1979,7031.26798
1980,9559.86857
1981,10774.83139
1982,12131.06248
1983,11491.89611
1984,12564.84696
1985,14143.02344
1986,14219.681169999998
1987,14332.61645
1988,15572.73737
1989,17083.357490000002
1990,18415.24563
1991,19407.87486
1992,20373.03713
1993,20159.57447
1994,20656.37224
1995,20824.80313
1996,20481.49481
1997,21558.10892
1998,20918.67032
1999,20874.40292
2000,22904.6706
2001,27478.63791
2002,28383.89939
2003,28392.06506
2004,28340.403060000004
2005,29302.70964
2006,33433.021160000004
2007,33545.89166
2008,33179.82114
2009,34113.765980000004
