Year,Data
1960,797949.0707
1961,814467.0448
1962,835962.3766
1963,860900.4929
1964,888949.5461
1965,920356.1837
1966,951667.2378
1967,1002756.813
1968,1096153.896
1969,1159308.381
1970,1211721.191
1971,1257792.7759999998
1972,1360300.1519999998
1973,1485796.02
1974,1508953.208
1975,1561401.988
1976,1613678.052
1977,1727264.48
1978,1825561.03
1979,1880592.984
1980,1801946.491
1981,1825953.612
1982,1882945.968
1983,1880447.395
1984,1959857.554
1985,2027384.782
1986,2073302.961
1987,2032586.239
1988,2146023.802
1989,2149960.814
1990,2155141.8030000003
1991,2103189.156
1992,2149477.456
1993,2143063.494
1994,2200292.273
1995,2167766.809
1996,2340222.438
1997,2404554.119
1998,2526385.048
1999,2512185.939
2000,2565609.356
2001,2676830.144
2002,2770971.849
2003,2655990.693
2004,2702862.492
2005,2728967.0560000003
2006,2862810.292
2007,2907264.077
2008,2869950.188
2009,2723697.569
