Year,Data
1960,15310.55051
1961,17026.07583
1962,19734.7483
1963,17831.86995
1964,21345.17489
1965,21246.33584
1966,23130.74194
1967,38244.01404
1968,42453.05567
1969,41241.86996
1970,46197.28008
1971,47688.91756
1972,47431.44446
1973,40720.08957
1974,40085.63454
1975,36582.62073
1976,48946.59742
1977,41518.11528
1978,41273.96799
1979,42180.96853
1980,44068.89856
1981,41267.07872
1982,40730.06729
1983,50540.77904
1984,46983.63683
1985,38911.66006
1986,42430.70431
1987,43521.59081
1988,55279.43633
1989,53600.25849
1990,50054.68902
1991,50447.28924
1992,52756.23775
1993,53399.40771
1994,49896.84453
1995,49902.89319
1996,53443.91867
1997,54110.95558
1998,54682.16283
1999,56203.27864
2000,58858.04186000001
2001,60908.40361
2002,60767.19342
2003,59057.12275
2004,59248.50114
2005,60309.99356
2006,58640.70621
2007,60330.95488
2008,62504.40321
2009,59683.91996
