Year,Data
1960,35970.20959
1961,39078.17524
1962,39378.36616000001
1963,42361.46736
1964,41354.00084
1965,40937.84792
1966,46032.3611
1967,48290.97061
1968,49781.06016
1969,47432.58481
1970,49799.97833
1971,51200.27362
1972,54765.59193
1973,41937.02545
1974,43153.70925
1975,45469.69546
1976,55268.27436
1977,45200.23302
1978,45048.94232
1979,49835.64937
1980,47446.73516
1981,42744.65605
1982,46424.61829
1983,48488.45647
1984,47959.78895
1985,48267.21566
1986,46235.27299
1987,47636.04963
1988,47801.48332
1989,47837.42545
1990,51590.92621000001
1991,52150.64553
1992,53661.23406
1993,53175.62565
1994,51249.016
1995,50166.05011
1996,56446.31208
1997,60800.02593
1998,60276.30824
1999,61741.28936
2000,62805.92339
2001,65201.57889
2002,62336.36347999999
2003,60679.89815
2004,63494.49717
2005,70402.36799
2006,67369.42792999999
2007,71761.97239
2008,72577.32054
2009,71257.41917000001
