Year,Data
1960,157680.1034
1961,152618.4117
1962,176485.9266
1963,164449.8228
1964,157678.5334
1965,145925.8615
1966,160524.0379
1967,167981.3915
1968,176768.8101
1969,164732.1527
1970,178067.0817
1971,177757.2228
1972,186238.4788
1973,179208.0523
1974,175024.6897
1975,164932.7392
1976,182923.971
1977,159927.2364
1978,148577.0396
1979,145288.6307
1980,141041.9688
1981,124758.7987
1982,131735.0472
1983,144063.00699999998
1984,152590.098
1985,122326.2756
1986,105428.5422
1987,123769.4708
1988,119090.115
1989,122910.0544
1990,159175.3404
1991,155537.4575
1992,160873.6879
1993,159571.2159
1994,159585.8931
1995,163451.7196
1996,187431.2248
1997,173040.6995
1998,163621.5517
1999,162862.2521
2000,183540.535
2001,166378.5498
2002,161372.3797
2003,172604.6425
2004,182664.8649
2005,177317.3271
2006,175182.6766
2007,199681.8562
2008,192067.524
2009,181343.4543
