Year,Data
1970,63.10404000000001
1971,69.40287
1972,77.46834
1973,80.333
1974,96.42279
1975,99.9674
1976,132.22724
1977,160.24622
1978,188.71359
1979,227.22162000000003
1980,297.6463
1981,342.88835
1982,389.0374
1983,443.58008
1984,482.70826
1985,488.64228
1986,494.85156
1987,497.2199
1988,540.62677
1989,567.9155599999998
1990,580.2492900000002
1991,578.99811
1992,570.40861
1993,620.82465
1994,632.7332
1995,598.53389
1996,619.19474
1997,653.88468
1998,671.88009
1999,660.44102
2000,733.52905
2001,831.83926
2002,785.5222200000002
2003,828.85901
2004,867.4577800000002
2005,963.65055
2006,979.69011
2007,994.42089
2008,1163.44401
2009,976.08483
