Year,Data
1970,0.14409
1971,0.1519
1972,0.15355
1973,0.15729
1974,0.19374
1975,0.226
1976,0.26006
1977,0.29605
1978,0.43086
1979,0.48965
1980,0.56214
1981,0.7073
1982,0.79618
1983,0.84411
1984,0.93782
1985,1.09433
1986,1.13506
1987,1.2090299999999998
1988,1.17544
1989,1.23785
1990,1.31803
1991,1.3759
1992,1.32249
1993,1.36776
1994,1.4086
1995,1.41559
1996,1.42625
1997,1.33501
1998,1.30511
1999,1.32835
2000,1.37684
2001,1.47197
2002,1.52681
2003,1.42394
2004,1.47605
2005,1.50908
2006,1.56352
2007,1.78838
2008,1.99502
2009,1.9015
