Year,Data
1970,1.7684099999999998
1971,1.82447
1972,1.88565
1973,2.59914
1974,2.8953900000000004
1975,3.03756
1976,2.90798
1977,4.21246
1978,4.97981
1979,5.5674199999999985
1980,6.63657
1981,7.78017
1982,8.62138
1983,9.42622
1984,10.15259
1985,10.99958
1986,10.91071
1987,10.29537
1988,10.50337
1989,11.18561
1990,10.96791
1991,11.05906
1992,10.54838
1993,11.1216
1994,11.83332
1995,11.46874
1996,10.67065
1997,11.49116
1998,11.43437
1999,11.19917
2000,12.21191
2001,14.28491
2002,12.845
2003,14.61098
2004,15.26315
2005,16.82841
2006,18.26899
2007,17.90479
2008,19.57346
2009,17.73259
