Year,Data
1970,2.27518
1971,2.331
1972,2.30632
1973,2.48949
1974,3.56821
1975,4.02612
1976,4.1237900000000005
1977,4.42661
1978,4.62704
1979,6.15669
1980,8.692839999999999
1981,9.97173
1982,9.71812
1983,8.655
1984,8.51624
1985,8.470089999999999
1986,6.65907
1987,7.038989999999999
1988,6.99777
1989,7.71772
1990,8.709430000000001
1991,8.480080000000001
1992,8.63263
1993,9.03412
1994,8.93205
1995,8.925189999999997
1996,9.65754
1997,9.50434
1998,8.099969999999999
1999,8.748330000000001
2000,11.21137
2001,10.60611
2002,10.18387
2003,11.64641
2004,13.84885
2005,18.0131
2006,20.27086
2007,22.12107
2008,26.476370000000006
2009,18.48753
