MSN,StateCode,Year,Data
ABICB,NM,1960,0.0
ABICB,NM,1961,0.0
ABICB,NM,1962,0.0
ABICB,NM,1963,0.0
ABICB,NM,1964,0.0
ABICB,NM,1965,0.0
ABICB,NM,1966,0.0
ABICB,NM,1967,0.0
ABICB,NM,1968,0.0
ABICB,NM,1969,0.0
ABICB,NM,1970,0.0
ABICB,NM,1971,0.0
ABICB,NM,1972,0.0
ABICB,NM,1973,0.0
ABICB,NM,1974,0.0
ABICB,NM,1975,0.0
ABICB,NM,1976,0.0
ABICB,NM,1977,0.0
ABICB,NM,1978,0.0
ABICB,NM,1979,0.0
ABICB,NM,1980,0.0
ABICB,NM,1981,37.85288
ABICB,NM,1982,34.369009999999996
ABICB,NM,1983,5.1294699999999995
ABICB,NM,1984,0.40753
ABICB,NM,1985,19.1509
ABICB,NM,1986,2.75868
ABICB,NM,1987,0.22871999999999998
ABICB,NM,1988,-5.38945
ABICB,NM,1989,0.54756
ABICB,NM,1990,1.18638
ABICB,NM,1991,-0.52782
ABICB,NM,1992,1.00183
ABICB,NM,1993,0.94181
ABICB,NM,1994,38.24966
ABICB,NM,1995,33.18111
ABICB,NM,1996,43.35303
ABICB,NM,1997,55.13587
ABICB,NM,1998,23.57749
ABICB,NM,1999,37.47726
ABICB,NM,2000,22.35497
ABICB,NM,2001,35.73454
ABICB,NM,2002,43.59236
ABICB,NM,2003,42.616929999999996
ABICB,NM,2004,70.28901
ABICB,NM,2005,57.0796
ABICB,NM,2006,4.58631
ABICB,NM,2007,12.57906
ABICB,NM,2008,0.73458
ABICB,NM,2009,-5.91691
ABICP,NM,1960,0.0
ABICP,NM,1961,0.0
ABICP,NM,1962,0.0
ABICP,NM,1963,0.0
ABICP,NM,1964,0.0
ABICP,NM,1965,0.0
ABICP,NM,1966,0.0
ABICP,NM,1967,0.0
ABICP,NM,1968,0.0
ABICP,NM,1969,0.0
ABICP,NM,1970,0.0
ABICP,NM,1971,0.0
ABICP,NM,1972,0.0
ABICP,NM,1973,0.0
ABICP,NM,1974,0.0
ABICP,NM,1975,0.0
ABICP,NM,1976,0.0
ABICP,NM,1977,0.0
ABICP,NM,1978,0.0
ABICP,NM,1979,0.0
ABICP,NM,1980,0.0
ABICP,NM,1981,7.498589999999999
ABICP,NM,1982,6.808439999999999
ABICP,NM,1983,1.01614
ABICP,NM,1984,0.08073
ABICP,NM,1985,3.79376
ABICP,NM,1986,0.5464899999999999
ABICP,NM,1987,0.04531
ABICP,NM,1988,-1.06764
ABICP,NM,1989,0.10847000000000001
ABICP,NM,1990,0.23501999999999998
ABICP,NM,1991,-0.10455999999999999
ABICP,NM,1992,0.19846
ABICP,NM,1993,0.18657
ABICP,NM,1994,7.577189999999999
ABICP,NM,1995,6.573119999999999
ABICP,NM,1996,8.58816
ABICP,NM,1997,10.92232
