Year,Data
1960,363110.8723
1961,358119.0476
1962,417181.6631
1963,441949.8759
1964,454803.5373
1965,463104.8579
1966,492436.4974
1967,521332.6792
1968,568005.1698
1969,642705.8823
1970,678597.6958
1971,720352.5034
1972,782372.3394
1973,794777.3216
1974,787712.6474
1975,761045.7756
1976,768460.6187
1977,867279.0126
1978,930692.3433
1979,941758.4326
1980,929935.458
1981,907729.4162
1982,969172.4856
1983,947256.9617
1984,1048709.303
1985,1077207.947
1986,1050204.864
1987,1089165.183
1988,1118902.4109999998
1989,1193165.76
1990,1190350.624
1991,1208185.702
1992,1173195.439
1993,1241860.922
1994,1240654.135
1995,1272380.284
1996,1368958.293
1997,1386786.68
1998,1460902.882
1999,1436310.852
2000,1547998.4519999996
2001,1553680.165
2002,1598294.915
2003,1580003.191
2004,1550187.675
2005,1609629.4030000004
2006,1573647.959
2007,1590252.9730000002
2008,1609918.6430000004
2009,1611463.135
