CLPRB,CLTCV,CLCCB,CLICV,ESCCB,ESICB,GETCB,GEICB,LOTCB,NGACB,NGCCV,NGICV,NGTCB
0.3047766997491204,0.0,0.16974629718043133,0.0,-0.027920509770977014,1.0141839559096202,0.0,0.0,1.169202780373731,0.013615128468571821,0.0,0.0,0.3069031563440572
0.04729086619989699,0.0,-0.012112743851529,0.0,0.13957252402080775,-0.1366011082204378,0.0,0.0,0.008947638469083431,-0.4005437513224951,0.0,0.0,0.3985799080372099
0.015097209729802682,0.0,0.016836489834416813,0.0,-0.05862995200828188,0.029726618178509974,0.0,0.0,0.009799122514554262,-0.22286211480326953,0.0,0.0,0.2372610438511467
0.17011023570997122,0.0,-0.03882373562767783,0.0,0.020424640697707913,0.2696345498958624,0.0,0.0,0.1383636743386784,-0.009957463179263536,0.0,0.0,0.2601808400648248
-0.3057628260126685,0.0,-0.5828344693210019,0.0,0.3890260912311002,1.147432437917734,0.0,0.0,0.8435228724912697,0.5178214413586295,0.0,0.0,-0.050541351661514196
-2.6457282893382237,0.0,-0.1261113030599302,0.0,0.057012165337777476,1.0098932784727688,0.0,0.0,0.5753322563516733,0.7568907285271899,0.0,0.0,0.20633023188484328
-2.634391875296422,0.0,0.3447554317751275,0.0,1.236353368397917,1.099784476477507,0.0,0.0,0.13779463156488722,0.8522638462921616,0.0,0.0,0.2403498226023148
0.4326191582047678,0.0,0.21591362164582212,0.0,0.3258315328117935,0.9559169494799266,0.0,0.0,0.7234659650095538,0.02005064580076057,0.0,0.0,0.8561883985343831
-0.015346096149067623,0.2745450059728799,0.04672159724962276,-0.6593704084184435,0.42221032957668225,-0.010558813792871763,0.0,0.0,0.18659297767168306,0.009160650824773043,-0.2706085382100182,0.2343640691957492,0.37617056239764496
0.14732890066324775,0.01087963187055208,0.04485286707021277,0.013988026179792707,0.25811437736309667,0.20819974219445989,0.0,0.0,0.28439479885244034,0.4001245234789535,-0.3129149329452621,0.24700153248776716,0.050126239372066235
0.21361507750159694,0.08149689056757631,0.0,0.027553603486469805,0.39589025007720424,0.3714041121113469,0.0,0.0,0.4095881718291546,0.07430395705313711,-0.08969214379983,-0.025948407912260957,0.2551776598199462
0.045788894961351224,-0.13526234375275067,0.0,0.004243706514788982,0.14211213029430428,-0.016881805355164824,0.0,0.0,0.13746299573916537,0.4373635789175985,-0.07457875766270154,-0.20130510588280168,0.05520650350634876
0.09226237340987209,0.027900502451209133,0.0,0.14211314137594983,0.10059428213680807,0.08467953044267637,0.0,0.0,0.09104537424605892,-0.1623163416569309,0.1072151035825997,0.060108032928478695,0.3002296081268486
0.09373760618008903,0.22328831235986105,0.0,0.0,0.09856857585032852,0.049067282903350204,0.0,0.0,0.04455759447704152,-0.14395780578164818,0.10936646456412877,0.03064777728101682,0.3154757908535314
0.14247228296062867,0.02697247685802544,0.0,0.08749856781562125,0.13807755899287175,-0.11511071692369983,0.0,0.0,-0.11469212618908621,-0.0735464898608898,0.12342394136092584,0.16599235600038756,0.31566478497539274
0.1257802818648571,0.03179145673448699,0.0,0.06798478916555283,0.07485583369366842,0.10674668363577382,0.0,0.0,0.08262080339504259,-0.08230230236731502,0.17454254136731565,0.04163007492398725,0.3039074958357966
