"vectors.1" "vectors.2" "vectors.3" "vectors.4" "vectors.5" "vectors.6" "vectors.7" "vectors.8" "vectors.9" "vectors.10" "vectors.11" "vectors.12" "vectors.13" "vectors.14" "vectors.15" "vectors.16" "vectors.17" "vectors.18" "vectors.19" "vectors.20" "vectors.21" "vectors.22" "vectors.23" "vectors.24" "vectors.25" "vectors.26" "vectors.27" "vectors.28" "vectors.29" "vectors.30" "vectors.31" "vectors.32" "vectors.33" "vectors.34" "vectors.35" "vectors.36" "vectors.37" "vectors.38" "vectors.39" "vectors.40" "vectors.41" "vectors.42" "vectors.43" "vectors.44" "vectors.45" "vectors.46" "vectors.47" "vectors.48" "vectors.49" "vectors.50" "vectors.51" "vectors.52" "vectors.53" "vectors.54" "vectors.55" "vectors.56" "vectors.57" "vectors.58" "vectors.59" "vectors.60" "vectors.61" "vectors.62" "vectors.63" "vectors.64" "vectors.65" "vectors.66"
"1" 0.145468582050733 -0.0654274301961231 0.0272592561782871 -0.0320279081242767 0.138984145482463 -0.0349646126051124 -0.0115786029289442 -0.104381370735127 0.207768875181546 -0.0704864209583323 0.0823841131910316 0.135103458193723 0.0964338336227712 0.0521394097034963 -0.160824800468657 -0.109858490909625 -0.111578634414913 0.00990320391585266 -0.112667202103336 0.13487432701291 -0.331314314995244 0.0789986574569747 0.0660306486766439 0.141117805489905 -0.105652168706169 0.082369705582128 0.109928894480381 -0.0357622625680765 -0.123189728092605 -0.0509062353073871 0.0892628595053402 -0.00401473396890068 0.0318834279372425 0.0193629967183387 -0.041573392216745 0.00453031080695088 -0.0472434964663244 0.232873557425386 0.073328865669425 0.00853518446346485 -0.05169837983898 -0.0351302899262007 -0.130146135127527 -0.0606431626836376 0.0562648831765115 -0.0985831960582911 0.304229278588049 0.0814958599261788 0.0480796226238267 0.208858686989419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.574216234597935 0
"2" 0.0264506435862168 -0.159852431346776 0.0570148807230219 0.110021509306594 0.44525196150041 0.078426848015557 0.105386512944641 -0.226311361308143 0.0452293937328175 -0.153933712084918 0.189655367357452 -0.0768187034448068 -0.0879739765071347 0.162677591687106 0.280652879493803 -0.256751481026525 0.252175544804945 0.230799943603436 0.346759053636983 0.159227200616344 0.0768507245032826 0.230501470186498 -0.038769478392782 0.0161629803440183 0.0744999273091835 0.0469504543541465 -0.209546100064755 0.00062447728906825 0.0501708956370506 0.037332428343349 -0.075954368650898 0.134047662286705 -0.138516856085774 -0.0534889310478029 0.0489800170215529 0.0695011144733338 -0.0442940853221975 -0.0369077800645373 -0.00810322194746551 -0.00463181745667941 -0.0138082692535923 -0.0321471169695552 -0.00389800944414336 -0.0313666952318304 0.0182215764962007 -0.0170570529061553 -0.0411051261781159 -0.0116740775557311 -0.0318084319339906 0.0220448724584122 0.00510489810822206 -0.00538499202030122 -0.00962532350011757 -0.0391372377330119 -0.015477784018932 0.0310364733385305 0.0143240567326982 0.00590895296600954 0.000542620590304748 -0.00685477735154552 -0.000369642405111149 0.0149515761111976 -0.00429870793580536 0.00669054873591609 0.0151959958602551 -0.00705934075915117
"3" 0.0833782777227831 -0.140377569896843 -0.23033236211716 0.00193947133141944 0.0642342973735115 -0.341625863212249 0.122697301939471 -0.12323176304866 -0.0745693557835529 0.13360177230207 -0.11908523708112 -0.118098844642338 0.0670453835258946 0.166627268145787 -0.115205044133698 0.0233088588150916 -0.0981407074610866 0.141353667871545 -0.0101465137389946 0.0263451576034934 0.0997839220141288 -0.111588938133169 -0.0334268452847381 -0.139404849317595 0.0749725912228478 0.0598618570454373 0.0717132502781284 -0.00937498962097323 -0.108202911208927 -0.0346102828755716 -0.0503928289283347 0.176295811398584 0.029944600472671 -0.117218434674478 -0.0338882607352163 0.0244549600131395 0.022650772636263 -0.00962605887789532 -0.0460176378179663 0.0357966315364499 0.0623465033992132 -0.00486587050569696 -0.0579103295936571 -0.0627350746591207 0.0263917275050385 -0.092017357175906 0.0239480199306297 -0.0764103694187437 0.0959257279321834 -0.576844183075615 0.0116881803817112 -0.0102590251266038 0.0615980100015636 -0.0599478096524359 -0.039578566308011 0.0622266133527976 0.105662090283531 -0.0113676477843411 0.0318798616440898 -0.00423855390129415 -0.0126790393980565 0.012135960059218 0.0281287948766898 -0.291962876183374 0.184603062897294 -0.04832686624601
"4" 0.135993116892052 -0.169485354783863 0.0485864613229665 0.0293944080014138 -0.036531684122556 -0.198525083589659 -0.0472497019547831 -0.0745782091705625 -0.0318755224724541 -0.0476073803144298 -0.0408304401376568 0.0546575438392873 -0.0778305079756725 -0.008852912260524 0.0478661648804537 0.0216765102491799 0.0883972291848697 -0.0593547010813579 -0.00676774912801907 0.040840070841273 -0.058850597602929 -0.0676422353635847 0.0754682065471977 -0.175288754699583 0.0634976679064345 -0.0016476213378244 0.133507816938142 0.0135222889163458 0.32558356969876 0.0711737304554847 0.207679036687589 -0.121380170487314 -0.0679709684008619 -0.0679374677734934 0.0549195609921832 -0.0521762603036031 -0.0672723229579639 0.0374727277297974 -0.0112933308298893 0.0215384318728862 -0.0121152719065359 -0.0613368137838414 0.0364440989548837 0.0405534932016879 0.0965734184978832 -0.0270589585906348 -0.0658344159493452 0.0606852708659501 -0.103623232051872 0.0148266221751657 0.536144029491241 0.0505308014621409 0.129019460080615 -0.0145924094596275 -0.0147587242343578 -0.0254349045597186 0.00798690328241596 -0.32632778928652 0.153987086277836 -0.0265749253959865 -0.293310884047622 0.181208799930005 0.0518617995188329 0.130031282453318 0.0191740857774927 0.0273975430775641
"5" 0.0451152625854815 -0.0665022364022208 -0.293826020850581 0.204326452518786 -0.0863566257050595 0.0512424979475072 -0.367494329739246 -0.0328331125827723 -0.0134565278905167 0.0550809992993005 -0.0936100577706985 0.155455580091562 0.0862236237802082 -0.145889624851723 0.0695745677261473 0.094858910279109 -0.0562743462700998 0.155235581218607 0.138202536603163 0.0447768981231848 -0.0205886845860928 0.128405449481875 -0.00348905279637617 0.000647374542271672 -0.0311907635560122 0.0284359742830176 -0.0652515074724706 -0.081000146360679 -0.0298260207328525 0.0272683631441529 -0.0640570034044685 0.0339267438878776 0.0169899310535828 -0.012462230477763 0.149945900933782 -0.0511629453327897 -0.0242766070813557 -0.0527049955829958 0.139184770571231 0.0141485083784682 0.117154639311785 -0.244017036103637 -0.385225332684225 0.266291988810558 0.0564866938335165 0.202271602605006 -0.0709413742792164 -0.154962362190165 0.197108564510716 -0.0195235056657298 -0.0343638610440117 0.238916320608387 0.0545917262757301 -0.0360645245528496 0.0382114514523699 -0.0419823462997414 -0.00300969866738648 -0.0368545674469225 0.0409963287001546 -0.0183533404160231 0.0091813396124321 -0.0505594369171329 0.0234265982280933 0.150533715344469 0.0473229357128552 0.0712365385902067
"6" 0.0549250274865624 -0.0803913205530737 -0.260393107553296 0.228217769009691 -0.0827549259021093 0.0261675234588105 -0.342165322032175 0.0247368128305518 -0.00737193141366691 0.0163855507302995 -0.0589827283755444 0.239461019572172 0.0398555756250625 -0.185658144059592 0.131903188506216 0.132760612206972 -0.197580576679123 0.275985487698263 0.155660226918181 0.0939132012374208 -0.0184227395195644 0.0960296348784125 0.0154454562146328 -0.0712732643185098 -0.0139495673811604 0.0234224525912768 -0.0196026618645778 -0.0856088077266355 -0.0525693976443643 0.00626350415202426 0.176499918537313 0.0761910743419976 -0.0547790022680513 0.00279797619668067 -0.10964575015824 0.0268200397293593 0.0320430855011042 0.013053734768182 -0.0856380968665294 -0.10181383901368 -0.151934865888501 0.191996646443674 0.342159715415856 -0.248578446192821 -0.0172443265983607 -0.176886974897861 0.0422432596481716 0.0901069715993542 -0.192955837493099 0.0527478788147789 -0.0055136887656648 -0.138060670753691 -0.0280247169188945 0.0036359788557874 -0.0119433854038256 0.0408945377668125 0.00271588619696108 0.0427765416455397 -0.030640890860178 0.0287567860192248 -0.00390345331597971 0.0288690326031532 -0.021050959681005 -0.105024632051237 -0.0502824046994074 -0.0819322232050569
"7" -0.0988041229410833 0.22652109682516 -0.0104279907220159 0.129751423684913 0.0713655899062074 -0.0821034937832391 0.0336580778572592 -0.119850550722063 -0.0300846994013778 0.19893980430615 0.143995063167025 0.236840168346486 -0.248092368698235 -0.0601228673332784 -0.16112297227957 -0.211876548953555 0.0881603408762762 -0.0225129319446627 0.274104149467007 -0.526988828950186 -0.110049921643156 -0.0336225408958243 0.180710957326822 -0.211460919977654 -0.135247290545105 0.339092089461564 0.0865911306107529 -0.0363700235106125 -0.0437683432904768 0.0579549831041082 0.0840824946404639 0.0717374943730775 0.104430931384655 0.0547825635529075 -0.0660246016085445 -0.0225161726381309 0.0375635654742689 -0.044062242480811 0.00933947428150299 0.0289327704019041 -0.0146664753568073 -0.0148201957250985 -0.0112897694769261 -0.035219791653954 -0.0210848950383995 0.0329131146137088 -0.0254172303314004 0.00520097771778869 0.0486539865046061 0.0110666852178794 0.00356188450114507 -0.0121273065008456 -0.0005964804015539 0.000393040081922129 0.00170720460629365 0.0010856922266056 0.00539267619522917 0.00727390525182546 -0.000371240804563063 0.00523485135945225 0.000894714588495885 0.00731604447964186 0.00404451354338075 -0.00770610338581525 0.00471325899125044 0.00497519748657898
"8" -0.0493238671787616 -0.0358962529524947 -0.118840547294686 -0.275173461633474 -0.0674749233205415 0.219552117635193 0.0199697246454222 -0.310834348853548 0.123705206482596 -0.153146785596465 -0.329173353129128 0.145755770153813 -0.621042426108447 -0.0270665487730777 -0.0824976252173221 -0.154256949483932 -0.164336721199831 0.0944998410561938 -0.0913089095912669 0.149693564207254 0.220543493973866 -0.0525136722810088 0.0938636187832091 0.0186748043616152 0.0418631060318233 -0.0365506218307433 -0.00256340870710371 -0.0958033292256096 -0.0457218095161346 0.0398833737162896 0.00735850356111842 -0.078250847808662 0.0417574632899743 -0.0344356554268683 -0.100590953652094 -0.03380953978565 0.0279706591971318 -0.020623142699937 0.00364501073872409 0.0210539187703591 0.00183958007767611 -0.0344073407628455 -0.0183950951724526 0.0284567960924412 -0.0289069513509025 0.0089411567205521 0.0102221594312635 -0.0250406958526459 0.0162413806086058 0.00641902332863779 -0.00661312447715856 0.000634261084736021 0.0040518740691733 0.027360026733808 -0.00594468001838057 0.00755718223468023 0.0142032774639563 -0.0154501418792593 -0.0138149182078347 -0.00828027626442349 0.00668631424095326 0.0021857698930489 -0.001505738303796 -0.00807971259892283 0.00518850209882316 -0.00443362489021954
"9" 0.143442417479521 0.0622801101120398 -0.147644392935875 0.0844464744129945 0.0377155612678072 -0.0681059331839486 0.0783630300886393 -0.0507649453241534 0.0483101085401779 -0.0372422013496647 0.0649528031848182 -0.0454941880418256 -0.0199879501487954 0.00865305457127451 0.0451157415032882 -0.0424321338320448 -0.104056896920512 0.0308023721808067 -0.110384036754821 -0.0690674718113857 -0.0409241759056381 -0.213929947053087 -0.176173411227589 -0.120377661909261 0.27995760922479 0.0119358899871492 0.122358725930576 -0.0802079156516244 0.0141577409320354 -0.0885763088426238 -0.00342897456008173 0.22358645038735 -0.0548778434935914 -0.31291979091992 -0.0362580219146129 0.00888444936546319 0.0193383960360977 -0.00437767505839913 -0.143543821561642 0.0535334278995508 0.138686851982744 -0.026215258307566 -0.0943119542121288 -0.116551611976494 0.0584495130245886 -0.220451047169611 0.0494994166407552 -0.160750628679725 0.129923409893035 0.348530161754374 -0.127077757512044 -0.00374278610348472 -0.00852394255540618 0.104453466473881 0.130028873420749 -0.245437248590741 -0.0818893532093589 -0.0750723540245577 -0.0203879739290138 0.138322482643733 0.0677110692090227 0.138268355949513 -0.0622400056143435 0.0749796336741313 -0.179522343027823 0.221328646189955
"10" 0.146729094613245 0.1004897017809 -0.100612866247561 0.0277549489661207 0.0322531551657005 -0.091926644115306 0.0493428174250081 -0.0585441465529809 0.0997868325499682 -0.0425780702071448 0.0867604511198965 -0.0307921467484764 -0.0177204185954589 -0.0561425758869313 0.0196891123080143 0.0082569153782632 0.00169345446984558 -0.0795189935297741 -0.100714957905145 0.0453394530345276 -0.0218919233333394 -0.0665295616591833 -0.13286072219405 -0.344560720249261 0.245734060979903 -0.0342964498177815 0.0486062238383269 -0.286768011229146 0.0038981502972428 0.251090921374422 -0.115063223666572 -0.0225021166444737 0.153813868825774 0.0498844482725402 0.0860481971342109 0.24739178534439 -0.105923603975452 -0.0421260882216812 0.0705563354542255 0.0732618077075 -0.0776003938685499 0.074992120901213 0.112667779465874 0.100491679853581 0.0894982282073907 0.0205117317930615 -0.104642185118149 0.115550466075011 -0.109426994124608 0.0336603508298452 0.0367575430163158 0.156162024655796 -0.0388932421824294 0.0935139174814682 -0.0296993960510928 0.0179773353290922 -0.0303827218402627 0.243183636932775 -0.00296534123113618 -0.0926798242462394 0.0616318990391361 -0.332944029607175 -0.0367360158748202 0.188662688005327 0.114534524262552 -0.257375549350048
