CLCCB,CLACB,CLRCB,ELIMV,ESRCV,ESTCV,GDPRV,GETCB,HYICB,HYTCB,NGCCB,NGCCV,NGRCB,NGTCV,NNACB,PACCV,WYTCB
-0.021149732769085744,0.010733223520784709,-0.13664205537112625,0.0,0.0,0.0,0.0,0.0,0.0,-0.017938987046841506,0.17417700168763317,0.0,0.03474292302579319,0.0,-0.08244460072671805,0.0,0.0
0.33559919633545293,0.11324138640004432,-0.8174995185727046,0.0,0.0,0.0,0.0,0.0,0.0,0.14901756115429365,-0.4263590477735887,0.0,0.2825822860647671,0.0,-0.14983576443913738,0.0,0.0
-0.23027293041327782,0.09406603764628023,-0.12801072036628183,0.0,0.0,0.0,0.0,0.0,0.0,0.16665661498653564,0.1597729002750092,0.0,0.19125216677419762,0.0,0.37914080482756146,0.0,0.0
-0.007322916460371345,0.16489090079967555,-0.07126612856362138,0.0,0.0,0.0,0.0,0.0,0.0,0.24537236079665586,0.17853799897742548,0.0,0.19582875278774103,0.0,0.04129615917589641,0.0,0.0
0.0201307733439283,-0.2384204969465101,0.11698718489773301,0.0,0.0,0.0,0.0,0.0,0.0,0.19698258454115505,0.14522165255445252,0.0,0.04392538941523576,0.0,-0.17483988223315278,0.0,0.0
-0.029144514380141328,-0.20098609493355585,-0.21534904792701548,0.0,0.0,0.0,0.0,0.0,0.0,-0.08120841584419927,-0.098557874530463,0.0,0.2444581006744276,0.0,0.143673962898466,0.0,0.0
-0.2482235998352467,-0.2619303633164475,-0.09154498947743302,0.0,0.0,0.0,0.0,0.0,0.0,-0.04155713247873653,-0.0805170522403901,0.0,0.2529111945165301,0.0,0.10244307633321095,0.0,0.0
0.39882481941457776,-0.2855619935587491,0.006550305656840595,0.0,0.0,0.0,0.0,0.0,0.0,-0.003168633857366341,0.05809185424053323,0.0,0.28847574715857155,0.0,0.09883647827985516,0.0,0.0
-0.05933483564551457,-0.31815359914350516,-0.05939865221528624,0.017161502572453236,-0.23013257257484876,0.020801318676856934,-0.08119581272361422,0.0,0.0,0.1709710144262598,0.0011911723226281437,0.11189198280520583,0.2378332460004562,-0.09881662778049834,0.3427421016093702,-0.031181552372278546,0.0
-0.05295503020806505,-0.29625683682636994,-0.16071150277237425,0.024510370150088938,-0.016986707117129546,-0.015725298677411254,-0.035317429356966426,0.0,0.0,0.21313526908227481,-0.09246107478867197,-0.0152292567590985,0.19666033635205932,0.03654657080642904,0.3497032028209493,-0.009503135424021822,0.0
-0.03875566152939501,-0.34016071091465555,-0.12821972085722363,0.05183857936129162,-0.0038860115916311026,0.10624217354511,0.06979806704655102,0.0,0.0,0.2424628853552799,-0.2680952613041587,0.2253159568712998,0.1234114948466996,0.03700936756025197,0.32706614672172646,0.2067055537564502,0.0
0.006784288522163704,-0.1626074130814099,-0.0473065207918849,0.04918743796391632,0.0775394696152421,0.07536694019234115,0.06639280732326867,0.0,0.0,0.19152907146054496,-0.20829366057971,0.028678910741139714,-0.04095342483222696,0.05101764186053757,0.42703629281798083,0.24470132546265835,0.0
0.0019078528204284797,0.10984459724220433,1.3206392048929716e-05,0.012157094933334632,0.013495630229495825,0.021174241935437047,0.020544926363601147,0.0,0.0,0.05492719925359339,0.25776662588427623,0.04461327397748877,0.0514047757304914,0.041018529773376375,-0.16243620805778416,0.05888061304973467,0.0
0.0,-0.008695622796641355,0.0,-0.014333126409635357,0.012022208583772457,0.014026704839782083,0.007264117529676821,0.0,-0.06933825602519325,-0.015226973415627353,0.06673082932361636,0.023640045756647157,0.13071318180344332,0.015688850981082966,-0.06653879798812443,0.03711241169505915,0.0
0.0,0.09445411466878843,0.0,-0.02059115374254983,-0.0038405055918566766,-0.011723527702711536,-0.014020001960929401,0.0,-0.03617885663324596,-0.01620557712524417,0.18989497275025166,-0.01852827344579247,0.09484604447463066,-0.04955127385061753,-0.03918828736896585,0.017610631696435487,0.0
0.013716401064860719,-0.008331133063659438,0.030405859485737357,-0.028866219697656067,0.01726783215883317,0.018019779881538456,0.006362898204874187,0.0,-0.041528352176498126,-0.02986779234338331,-0.0032855733192756224,-0.005111788509113816,0.1736955181263628,0.02183113331439728,-0.09309152573122732,-0.07580277388896246,0.0
0.0,0.0,0.0,0.0,0.2110012119377263,0.23036968523827198,0.1177081029132824,0.0,0.0,-0.051725925110134525,-0.16636943697857046,0.032017189020709866,0.21314584174744539,0.2649391461674179,0.19680356144185948,-0.0010196592427014818,0.0
0.0,0.0,0.0,0.0,-0.010039719396584768,-0.01478594940142441,-0.007639562865936843,0.0,0.0,-0.019149719347755084,0.05866207916900101,0.001412546997681077,0.01924114062347396,-0.02534945959551941,0.10795308941546551,-0.003947399346536829,0.0
-0.06733225666620872,0.0,-0.07659192938091741,0.0,-0.0689678596250111,-0.08369745387585077,-0.0373158267138896,0.0,0.0,-0.019299173265715796,-0.04026892796928406,-0.12176807175362615,0.06118008934343573,-0.09988771735414032,0.1024889869269912,0.12092384274030081,0.0
-0.01695644185917962,0.0,-0.012952732836333634,0.0,-0.10814558805217898,-0.12354347399969423,-0.0418680035700149,0.0,0.0,0.047656735865464095,-0.1477576534098566,-0.22725968296467122,0.020222576420264586,-0.09823447699807296,-0.08000013665651545,-0.04410581943676924,0.0
-0.07075864013941803,0.0,-0.0757032327195049,0.011837127891151496,-0.0448229606431895,-0.05628575837247415,-0.001969818844310054,0.0,0.0,0.04579890268618964,-0.3100722366595969,-0.19944301265067954,0.027613811242070224,-0.01849978364680837,0.06467120913587984,-0.11216647240332285,0.0
0.0,0.0,0.0,0.010682217890777978,-0.05179007899264147,-0.060129958475900996,-0.0018064672663445944,0.0,0.0,0.03061115345361457,-0.3069271545484824,-0.2010483546635954,0.009498919286048041,-0.002950350834401435,0.09092633829161062,-0.11292222211943029,0.0
0.0,0.0,0.0,0.01245820547022409,0.0801501769822625,0.07589441790732183,0.050674598437200936,0.0,0.0,0.016307224371067436,-0.22665740866631454,-0.011566080355865399,0.10443573103742651,0.0823964082386982,-0.04205750652096764,-0.07048015596089159,0.0
0.04232043794163916,0.0,0.05584067598777736,-0.03940013479941449,0.0483457077794087,0.044296815393120095,0.030162709651191746,0.0,0.0,-0.08583638827403622,-0.02552015997860266,0.026657614567128063,0.09678103819976742,0.07673393350138016,-0.09695935854213661,-0.05274247112326011,0.0
0.05204058750364538,0.0,0.07507281698572957,0.0,0.017281039362628103,0.01613506784589159,0.011866356284411185,0.0,0.0,-0.06372233717842937,-0.012742282386951236,0.0035426813656237186,-0.015743791694333098,0.019125694463968876,-0.015229759833210345,0.04989849102658291,0.0
0.008961746561916195,0.0,0.006798294473950081,-0.0012810086244078702,0.007066892278024691,-0.0019545280933809393,0.017399236086800555,0.0,0.0,0.022325574209451197,0.10645355698575874,0.00983272250183991,0.133046858150046,-0.02344260226060446,0.12046205256263137,-0.08928823764578339,0.0
-0.04772364130024542,0.0,0.03641574974110678,0.0,0.04788872024178758,0.03292940516713974,0.05719943663698232,0.0,0.0,0.11822138994095599,0.0908514715953626,0.025994364880010157,0.028197981826933324,0.0003807252455628537,0.25916113344805114,0.054089529475645964,0.0
0.05704341408282293,0.0,-0.06035949443215817,-0.0017787602790124443,0.12683624748040015,0.11335056730473309,0.11724494712422441,0.16007832787614504,0.0,0.0056810143951236515,0.20333261919500678,0.03611096366478214,-0.10030479730684734,0.009663711160854715,0.06178850039656288,-0.19215421003771554,0.0
-0.019832265533773066,0.0,-0.02475489869166115,0.00010060143601519157,-0.003023383602294984,-0.0006138471321085067,0.00451280131270444,0.0061545471366740235,0.0,0.053695882426358685,0.013025845770006997,0.005864910600958619,-0.01484150216231888,0.0076982629015028845,0.03173163844540046,-0.002832432936908395,0.0
-0.07345288837104284,0.0,-0.09129353342761573,4.129588559373566e-05,0.017127218264279445,0.020429240361503277,0.031823782433398055,0.031575780799818425,0.0,0.019719592278676548,-0.0055734195812406195,0.023023789162086104,-0.02278914906957475,0.04384516152371155,0.022071277449706276,-0.06864529788015929,0.0
