"vectors.1" "vectors.2" "vectors.3" "vectors.4" "vectors.5" "vectors.6" "vectors.7" "vectors.8" "vectors.9" "vectors.10" "vectors.11" "vectors.12" "vectors.13" "vectors.14" "vectors.15" "vectors.16" "vectors.17" "vectors.18" "vectors.19" "vectors.20" "vectors.21" "vectors.22" "vectors.23" "vectors.24" "vectors.25" "vectors.26" "vectors.27" "vectors.28" "vectors.29" "vectors.30" "vectors.31" "vectors.32" "vectors.33" "vectors.34" "vectors.35" "vectors.36" "vectors.37" "vectors.38" "vectors.39" "vectors.40" "vectors.41" "vectors.42" "vectors.43" "vectors.44" "vectors.45" "vectors.46" "vectors.47" "vectors.48" "vectors.49" "vectors.50" "vectors.51" "vectors.52" "vectors.53" "vectors.54" "vectors.55" "vectors.56" "vectors.57" "vectors.58" "vectors.59"
"1" -0.102368574616661 0.206842341917948 -0.119263051338029 0.153062987012666 -0.223842912713702 0.00967860002419737 -0.117756534301852 0.0227507063138435 -0.0659001669756076 0.0516037535692746 0.0690503495161538 0.236579303089847 -0.00310965202961617 0.0930117679595092 -0.00923751267134544 0.0755707784799422 0.221934842674328 -0.118970501862734 0.158182341996731 0.100468594762603 -0.0570588923831827 -0.00554051545017262 -0.051474636174574 -0.0123463592444527 -0.231121930045869 -0.125619777777169 -0.150685856432905 -0.0334585249950868 -0.322833676502678 0.186516982953063 0.0264265815567237 0.108680163887378 0.382441165757263 0.0606766408158564 0.398783119391349 0.086208697695624 0.142806456611295 -0.0625416636060674 0.164321447121115 -0.0148490731230324 -0.000817544930751642 -0.00127802411258899 0.120129140101644 -0.0635749709972615 -0.0570786866976848 0.0943966621558468 0.0643090425813535 -0.0854714402086781 -0.0247732446912071 0 0 0 0 0 0 0 0 0 0.05015852626125
"2" -0.158033434325282 -0.147648606655233 -0.0357022404811796 0.00607020069560893 0.0399561594522526 -0.0375184409384942 -0.00611994367932567 0.024468956736658 -0.00500636895182483 0.0738861916563239 -0.0069880181775593 -0.0144888040092159 0.0262886793289931 0.0559447536336636 -0.0204667787951749 -0.0316414422298552 0.132113365710279 0.0282293252998357 -0.0605270769276758 0.0904157559931362 0.0246098918707602 0.0113062169270232 -0.124015312372368 -0.018707534458948 0.119303306993949 -0.244154593983251 -0.138938385218444 0.163756563839876 0.0963003074353801 -0.471086829381856 -0.159341312195612 -0.405007910034397 0.294480070834498 0.228175769022446 -0.0118267197347952 -0.176166811905571 0.0171428348961051 -0.103324796093158 0.145888871677769 -0.331807126266394 -0.00692738485337376 0.0958115983361234 -0.0185197171503422 -0.0669892074610697 -0.0375976003308414 -0.106983137033926 -0.0596555542294707 -0.0168357271059262 0.0693051127633615 -0.00213793745941072 -0.00152165988809164 0.00972680971788985 0.00684449154398136 0.00165166781697932 0.00151167739984876 0.0110293908896111 -0.0122302424397677 -0.00171252581603167 -0.0430981449191893
"3" -0.158906289177463 -0.128869322080662 -0.0269629166661329 0.0639495122743833 0.044487237360576 -0.0527006228842184 -0.0169592319430052 0.0169383031589125 0.013266448811327 0.133138209169189 0.0156031632520188 -0.064373053029907 -0.0314006147611271 -0.0257018763432959 -0.0644533256761325 0.0215598279875589 0.0874627895847263 -0.148902458939564 -0.0640238988112956 0.18351103780537 -0.176232683183372 -0.00927999797555561 -0.0880423487168933 0.0819650020983626 0.0468352184074223 -0.0232680873334331 -0.129804510286615 0.356198356602347 -0.0936243353030856 0.131984273260753 0.210702757546741 -0.0681864110683416 -0.13799057006779 -0.0157911786462184 -0.165566612904825 0.0726385558861006 0.0337341547181002 0.0121194602033966 0.0175017780058058 0.105292229707578 -0.00255273661376014 -0.0139791552622722 0.0189981973714527 0.0850482102556072 -0.0308021543955161 0.0853695270825468 0.00462974168665915 -0.0334428789272827 0.0292632727373717 -0.55412341250005 -0.112550723547187 -0.0293747852860177 0.116092666133721 -0.0519046076295097 -0.328889847856124 -0.0942977427472093 -0.00558752286080719 0.218408392730235 0.0173647150502478
"4" -0.169116354971509 -0.044822175518274 -0.0296115660957023 -0.0663356867238743 -0.0505052715514668 -0.0744048602216056 -0.0512706035823472 -0.0367884890102312 -0.00613997871908342 0.113612951655109 -0.0630014583577807 -0.0540182597648983 -0.0559404122083876 -0.0431385582061001 0.024231569836696 0.0397108181842884 0.00401890031801352 0.0244144917669225 -0.0262499261176284 0.0755076531604198 -0.0177771728460217 -0.0108561506671193 -0.119374550972661 -0.0588692637211724 -0.0151268742133898 0.0654168763003053 0.098353936989371 0.139322640291035 0.0686645321833373 0.00933293212398335 -0.0654821745498936 0.059678944095734 0.112503067882252 -0.287452964314463 0.240023483901341 -0.0748214390989698 -0.269242245483933 0.181458000925165 -0.114505818536108 -0.118738706474133 0.0378288691474935 -0.153154859049748 -0.00280406133436936 0.0416114761856752 0.149063505359557 -0.0402678177985414 0.0225222122950725 0.0897907433012909 -0.000357194652524583 -0.151468400454695 0.263157520095777 -0.180777682284961 -0.114014491605512 0.0777434889591214 0.287293584405652 0.347443818126735 0.0600778419082646 0.389747724209992 -0.0285044828983764
"5" 0.0235154189544084 -0.0498032606361128 -0.233478085111955 -0.225723939698065 0.086175270132909 0.509108729394996 0.0645198958774391 0.0152736052705515 -0.193896806049425 0.272917995570529 0.0920164311581666 0.0112669094479814 0.0373087281348327 0.0763223916047217 -0.0635875258546882 -0.0140467142548374 -0.0519742312628082 0.0595287299915761 0.133677149204349 -0.0333489076794772 0.0930450015728793 0.167567419386842 -0.00943606459028466 -0.0408646347795534 -0.103686261457216 -0.141194178819729 -0.0794262198122522 -0.0344278782395503 0.0373193466757758 -0.051108348392958 0.0289800164962574 0.00461477584796569 0.132149603069051 -0.299120730837126 -0.282817172834844 -0.0885818806679409 -0.0838059790369974 -0.0220016120838424 0.266355406751457 0.145331129292998 -0.106706004044781 -0.194398298036931 0.0384752677730497 -0.0400896220657601 0.00724218452546708 0.0978582003006549 0.103945877510043 0.00132175486352413 -0.0974868957285499 -0.000730185144971554 0.0243015993557049 -0.0387153535527023 -0.00179782085355437 -0.00894754853547476 -0.0221343290432411 0.00441255615185916 0.0169052482670256 -0.0255318274974495 0.0377190974702605
"6" -0.061830291513165 -0.188016763661062 -0.164656652844352 0.0307219923171878 0.138347011010757 0.429728230304807 0.0271016593432049 -0.0377374121332815 -0.271315501958175 0.256774738124273 0.0932089228036897 -0.0122667318527704 0.00932231581630934 0.230579787380376 0.11217323610455 -0.216966384182205 -0.0338140584604879 -0.0287389590328888 -0.19875993841313 -0.00798370464659132 -0.179825754580614 -0.213694676789324 0.0665658249962987 0.160246403643094 0.00562123805319017 0.0349287111887687 0.149382065070121 -0.0920233528203236 0.00434949166113079 0.116862330724037 0.00497032694091435 0.0214103129665191 -0.0444893688306536 0.20171346590573 0.227830010974577 0.0645297329056133 0.0420947200506637 0.0101725442155804 -0.298036204734344 -0.130730662003207 0.136400008031754 0.150372968727774 -0.00499263024614015 0.033833942651702 -0.0155935700890006 -0.084182121735449 -0.0760781155720581 -0.0124793725234684 0.0671942058476046 0.00130945900330249 -0.019137020702955 0.0301189612295576 0.0011225206754799 0.00690786157180482 0.0172827556402339 -0.00419734046586507 -0.0127711543171442 0.0194940872649574 -0.0278915050111157
"7" 0.0541415444261259 0.105581629143033 -0.144781361023908 -0.255202596996094 -0.0293567938680374 0.102169212268999 0.0626657117133536 0.504576956637295 0.369568726132632 0.129942737734016 -0.164444799910971 0.26141709229039 -0.085630292458913 -0.359603812751164 -0.0351441916313617 -0.212734296540569 0.0755605704331149 -0.21099661608056 -0.308072994228391 -0.0288582936811557 -0.132764197373847 -0.102559233290714 0.0204801338208406 0.00214338807232089 -0.0741715640194209 -0.0232924409442343 0.0064954332075963 -0.0573325602679272 0.021552472454676 -0.0251636142348244 -0.108764933694982 0.0144928993011291 -0.00407544395181476 0.00269932927152105 0.00889633869709048 0.00665913866628408 0.0120427741843395 0.010475841898052 0.0164393476791517 0.00466304480642251 -0.0047835687930875 -0.00309253784401341 -0.0101219624394033 -0.00038180737964196 -0.00152877842452378 -0.00887349636151221 0.00276651414884005 0.00316332141046376 -0.00633490745690098 4.52494584922127e-05 0.000506146556668526 -0.000940388884752643 -0.000176173961857253 -0.000202009821071541 -0.000440314500753273 -0.000124890748853536 0.000569180016837145 -0.000459268196472357 0.000280402001107221
"8" 0.0533966487086508 0.0184662903606243 0.229348345272692 0.129691046680404 0.0655530594416323 0.0481868333740647 -0.221317032066642 0.249048935826956 0.452783927540989 0.358516064514049 0.350092048535456 -0.399767433020827 0.0998598349867845 0.224046042635028 0.139581953150742 0.10775523333486 0.136854012486754 -0.0886603734057734 0.0670426443350287 -0.206301841589922 0.0777947176462987 -0.0108249407819583 0.0632513841412399 -0.0810470353096178 -0.00110220503153326 -0.0501525216439414 -0.0255717994244174 -0.036315452203686 0.0321029716709877 0.00669976895854992 -0.00839069918883199 0.0500997231667406 0.010193036352999 -0.0201782092051074 0.0438352522415841 0.00521052710829914 -0.0153557708022495 0.00854559965008377 -0.00550683001739621 -0.00414745280522015 0.0075586517518028 0.00939014814552616 -0.000561976853103528 0.00828473810139818 0.0222699057988478 -0.00360396552208359 0.00507572512557661 0.0158464140523739 -0.0124069681022358 0.000687677588793587 -0.00362606547982574 0.00425002754512312 -0.0011728960931593 0.00110509361517593 0.00332030689176193 -0.00307072171431887 -0.000151848145073344 0.0044511875008468 1.7440771961121e-05
"9" -0.158788894619852 -0.129379611950686 -0.0247845370154244 0.0652612058427303 0.0435718764340989 -0.052554836004051 -0.0171324044634342 0.0138487810134133 0.0128173702942641 0.13419052070637 0.017410400477226 -0.0651076472343005 -0.0321789140354475 -0.0288066804932134 -0.0651185340191199 0.0208625898005614 0.0881771100016112 -0.15042671381444 -0.0651838492990777 0.183644646588955 -0.178093142273442 -0.0101243789731407 -0.0886155750645531 0.0822494769735713 0.0470331301903012 -0.0236837754616344 -0.130433669148228 0.357240322209425 -0.0936445279650918 0.131793256043656 0.208082349254319 -0.0678190325319253 -0.139326711553785 -0.0156489256568963 -0.165102155972022 0.0736845250449927 0.0345686228348732 0.0122539391419497 0.0185644894219119 0.105936269403962 -0.00365163922169617 -0.0141029692666527 0.0187808296723151 0.0854797437080795 -0.0307094558321671 0.0855851729949395 0.00476761698138749 -0.0332330201946601 0.0293294240766811 0.551000898061534 0.124216437319725 0.013134012247829 -0.113803374409295 0.0477828553908764 0.316886770981183 0.100927084854608 0.00925569410696535 -0.231731990215284 0.0174215992242693
"10" -0.169027474842738 -0.044939292201633 -0.0286292608597163 -0.0676502564466232 -0.0513614902110061 -0.0744231587676661 -0.0510444920980531 -0.038227900713102 -0.0056507000646323 0.114688159524316 -0.0625140718696096 -0.0544500581278128 -0.056155641802716 -0.0464465049201448 0.023852776331583 0.0403027103436167 0.00510563769826419 0.0249104097408099 -0.025380950237587 0.0764387807131054 -0.018156964227644 -0.0101756438601983 -0.119773812626495 -0.0606513004232543 -0.0152726656547544 0.0663326194312964 0.0974688845151247 0.139173775783096 0.0695305591410407 0.00962359922325264 -0.0626849438000992 0.0597450207858529 0.113930924056203 -0.288270376385094 0.241855468692729 -0.0765375990934671 -0.271297052231109 0.181690265818866 -0.116094102530592 -0.120178220720004 0.0397325577310738 -0.153395321322868 -0.00227775116857404 0.0417575845295164 0.149269880937216 -0.0414222549577815 0.02110244840376 0.0898330532542324 0.00252902405123057 0.150106553853278 -0.264656636659766 0.186817504601448 0.115876266902081 -0.0759128901917103 -0.283189958468171 -0.342384433168951 -0.0655063413343998 -0.385953698603949 -0.0316901300798659
