"vectors.1" "vectors.2" "vectors.3" "vectors.4" "vectors.5" "vectors.6" "vectors.7" "vectors.8" "vectors.9" "vectors.10" "vectors.11" "vectors.12" "vectors.13" "vectors.14" "vectors.15" "vectors.16" "vectors.17" "vectors.18" "vectors.19" "vectors.20" "vectors.21" "vectors.22" "vectors.23" "vectors.24" "vectors.25" "vectors.26" "vectors.27" "vectors.28" "vectors.29" "vectors.30" "vectors.31" "vectors.32" "vectors.33" "vectors.34" "vectors.35" "vectors.36" "vectors.37" "vectors.38" "vectors.39" "vectors.40" "vectors.41" "vectors.42" "vectors.43" "vectors.44" "vectors.45" "vectors.46" "vectors.47" "vectors.48" "vectors.49" "vectors.50" "vectors.51" "vectors.52" "vectors.53" "vectors.54" "vectors.55" "vectors.56" "vectors.57" "vectors.58" "vectors.59" "vectors.60" "vectors.61" "vectors.62" "vectors.63" "vectors.64"
"1" -0.142891397729677 0.0437871199208396 0.0424898928652465 -0.0217061795793308 0.159968978133187 -0.145972824069094 0.160419651644955 -0.0197466804464236 0.092906760271817 -0.0479686934468688 0.0863064795874735 -0.0437724043553233 -0.212449312566833 -0.0362502749979145 -0.0408816620954564 0.322257814280656 0.0783652121767903 0.0195859662836805 -0.0995591222570587 0.116622928261164 -0.0996235550278446 -0.12909334223767 0.292430825041352 0.0187963842182105 -0.161107816532534 0.161852638588573 0.155583563727138 -0.0797671619240858 0.103836582179369 -0.17562877443616 0.298144780192062 0.077029780461219 -0.0745506422845215 -0.0803208947570132 0.159461078891357 -0.276751672237904 0.11325838851976 -0.118289957634844 -0.00503947405815814 -0.258551574695816 -0.0576165794482024 0.0259570075956357 0.180688343365411 -0.177621278131617 -0.0437963249376756 0.035766242338877 -0.130425914010635 0.142711546837277 0.0246404144183774 0.164526625358016 0 0 0 0 0 0 0 0 0 0 0 -0.155768838938747 0 0
"2" -0.134978073237768 0.168538848374849 -0.148037735800521 0.0516085831326468 0.0326187478775405 -0.0298029078447654 -0.0230483596368227 0.0108207464454942 -0.0727723702320896 -0.0898047361399746 -0.0185688070971133 0.00562810651883453 -0.0301355890598178 -0.0237861769153909 -0.0167244213069981 0.103501226944334 -0.0434672254511767 -0.0299324479496424 -0.0578376890791696 -0.0634310309562508 0.0899172198485523 -0.0681908011455162 -0.0252442781323596 -0.0679796657668505 0.0203389251945804 -0.164434700800495 -0.201776461084613 -0.0103720864189312 -0.0576124725624281 -0.0205339823758745 -0.295984511331657 -0.23504593975541 -0.124771846886806 -0.216119233206125 0.200786292081393 -0.0803824103544636 0.136402247079918 -0.0671862498994985 0.19051394189789 -0.17958946209866 0.0441766759504545 -0.240309468653977 0.116585801633084 0.50251105740819 0.0463557582113795 0.0361375552311001 -0.102393526750979 0.038389802346409 -0.0874918857772486 0.103844914176394 0.0357334556501563 0.00286607857614219 -0.0628134506119678 -0.0356187679031492 0.0696667018495625 -0.0274916439671685 -0.0139328434319525 -0.0397675639293998 0.0333537190584499 0.0506240911919834 -0.0247434324075387 -0.101896314872626 0.138268682908469 0.221187206621571
"3" -0.154200067925616 0.0862213128005983 -0.102535873350804 0.0457739134111944 0.00487988341475842 -0.0134632313449289 -0.0569385298495771 0.0185620730131064 -0.0614967621157107 -0.0747863717236595 -0.0103114722985571 0.00954573599204017 -0.00522521987926045 -0.01328277445487 0.0092542012897253 0.0260183879189031 -0.0081627803889152 0.000327332992758231 -0.0451032508103853 -0.135580155957154 0.0270927939310109 -0.0203943273782559 -0.0260698468350978 -0.0246555080517307 -0.053331329111428 -0.167178067839036 -0.0157275526398774 -0.0291550694017947 -0.141615163127341 0.117160162161914 -0.00492869277809283 -0.0599366909010124 -0.0794117211790868 -0.0711758878336222 -0.0336354867920016 0.0359627063960968 0.128449487205444 0.0911219129819588 -0.0262153673535022 0.0167437256882137 -0.0426771910366886 -0.0392662546920671 0.122185898948786 -0.224699924847383 0.0166555885711366 -0.0940094951122983 0.0328345048366913 0.0899751328267358 -0.0839277879485881 0.152606943939084 0.395302610656333 -0.371514177221172 0.174136299335724 -0.472754989489502 -0.0452220654056056 0.000372651567440747 0.0504063276333799 0.0189497933662314 0.0544289065597643 -0.0632379781180094 0.0910265665649326 0.170976348896768 -0.184908841558386 -0.246870349412097
"4" -0.155999910263859 0.0578424636826352 -0.0921778245104662 -0.0256739877138993 0.0477617740931907 -0.080157154541828 -0.0432818888951916 -0.00250419752513769 -0.0350960686568452 -0.0774449939038072 0.0191246027299054 -0.00711465726864972 -0.00152332870838856 -0.00550479688930272 0.00363362010802022 0.0591262184566974 0.0738131798783209 0.00177582338610302 -0.139960251488848 -0.219299168739474 0.00460281181800746 0.078810175744276 0.0236579037340572 -0.0726733478924809 -0.140392477513138 0.0275996183523126 0.135751737863809 -0.0160924732641157 -0.28288033906361 -0.0454571524016097 -0.070617269888921 0.0570930420436325 0.0052026939545859 0.224652923470378 -0.170577425399798 0.0164251967383733 -0.0547592102015066 -0.147941000720142 0.0384968278146535 0.0322743692166326 0.154243182782161 0.0815783421061218 -0.0819924201550896 -0.00157641899862504 -0.134602968399285 0.0334930685761588 -0.0215383287553574 0.0181647623527785 0.00827139917995397 0.0642148449811205 -0.0585633012366659 -0.28037311668252 0.153202877893938 0.27650439634209 0.0208331246616191 0.320324861600889 0.0368319434112868 -0.22322263001037 -0.112388947119989 -0.0620849995788456 0.17690979845004 0.0695795749594421 -0.130738572100741 0.3900170948437
"5" -0.0612985355710035 -0.0431611062767628 -0.108666261213215 0.147527504301528 -0.389088742492707 -0.311454764838465 0.13211047945277 -0.0160071281475606 -0.00835044458930328 0.0444810703523687 -0.0915357425655799 0.0674486888331509 0.0969884240931453 0.0438791250638325 -0.0448218887567843 -0.0365670948919698 0.0511701592450907 0.00259411226282175 0.0992447748158189 0.161361480981102 0.14770113000995 0.0858603824581687 -0.0879785869154662 0.0565054793655285 -0.136188918900264 0.116756305014607 0.235751690202213 -0.182357823144815 -0.0656089296634671 -0.0630901861539048 -0.0373267638823725 -0.0425924099494662 -0.0696338343283232 0.0192743459881539 0.169652592038708 -0.182916542958349 -0.367030073450048 -0.0540141253484012 0.074051755938462 -0.028206493227495 -0.0400945134078455 0.0588336267364184 0.0912396648415779 0.158547488127154 -0.196122123462027 0.060008197051876 0.0941110311158499 -0.177315243628727 -0.133091695123704 -0.0691082467256401 0.159465880604308 0.0756476788030909 0.110865153468818 -0.0831355883256432 -0.0195364168062739 -0.0178767442591081 -0.0270023418802486 0.0521743767307852 -0.16152828115582 -0.0973884646701619 -0.00787075964608572 0.0388670636815404 -0.0493219196362376 -0.071211499086836
"6" -0.0807410903854014 -0.0664044815722037 -0.0594295091501759 0.103367870037946 -0.34411792984453 -0.337374075429967 0.171661059156438 0.00544945671109792 0.0569473960694653 -0.0561144105951914 0.00723735907575295 0.101039859504925 0.116580743952342 0.144650591935692 -0.0318765520587004 -0.040394705569294 0.228928106840737 -0.00184691875299148 -0.000199049548093797 -0.0453118506505705 0.0951977646776742 -0.0206754582561313 -0.0872971875288437 0.0637918441912506 0.0978648995502494 0.11771465736652 -0.0317157606992343 -0.0634045696792561 0.057418159199894 -0.203119001281732 -0.114153339033542 0.0431345083711731 -0.0746757139556228 -0.0622465754912553 0.123512965804116 0.297193928908002 0.213270339815307 0.0111515746108615 0.102737888552802 0.115448803493596 0.0239039158296962 -0.0578963267764966 -0.00890449707539393 -0.217478024991585 0.244501651798513 -0.201259568287476 -0.0448091302785557 0.229883361724849 0.167845509595787 0.0728746287617155 -0.136619329300122 -0.0586074017999346 -0.107773980897758 0.0665619404171015 -0.0183167122641382 0.0343181976305912 0.0381502309433684 -0.0486090502332275 0.133521047924892 0.0932843964343773 0.031728357034536 -0.0303738613207944 0.0158297450473808 0.0334594995922997
"7" 0.0790132788550811 -0.185865946093945 -0.117042836935521 0.0463477697268865 0.0625109927609974 -0.0096550874146399 -0.00133478764750402 -0.00543339816259416 -0.33281664177366 0.336426066253087 0.438612685106921 0.466240535583069 -0.392906433704891 -0.199567883330117 0.236443227507159 -0.0982399868102185 0.0257864428792686 0.0141287973887492 -0.0354637982473339 -0.0757279981695477 0.131026649998993 -0.0498920460692469 -0.0726920594162833 0.00387084772290174 -0.00587270054844282 0.0437280149409374 0.018287793409896 -0.0330595347454146 -0.0180053599355406 -0.0518305983942211 -0.0256127650448677 -0.000726076988134129 -0.0103387705731732 -0.00586211045920904 0.047058351938084 -0.00682600314013283 -0.0202265291843237 -0.0204357929789235 0.0319591524295361 0.0145225087342805 -0.0128097848058267 -0.00905199357766217 0.0115527820471515 -0.0149068042186789 0.0103170050361195 -0.0252456871901423 0.00486154094831852 0.0101024281671094 0.00502255049807729 0.00198498650225525 0.002023999343549 0.00122530248757833 0.00118774982470495 0.000109448014655484 -0.00250812849812183 0.00063308180667977 0.000647302774478101 0.000151205034567133 -0.00113730272091779 -0.000422405938119881 0.00171823478654016 -0.000656439733001187 -0.00299961282170211 -0.00415421558217776
"8" 0.0589094424005769 0.0416763697052894 0.332607942880949 0.0428297097968838 -0.0484127891292202 -0.0678096281492008 -0.0375564185739888 -0.371282928806858 -0.336880728161427 0.0137345757301455 0.145554502823265 0.0415305622671559 -0.0539450131840713 0.390532105977559 -0.414658435637827 0.114674782350054 -0.254522218078288 0.369151065150295 -0.101798566765406 -0.0593933680843513 -0.0767825853204237 0.0271133082607204 -0.134312220488265 0.00668158936202107 -0.104765369520597 -0.0269943324633498 -0.0324882055306328 0.0221916188701838 0.0155285977422654 -0.0254702750310871 -0.0375132965856351 0.0329223884461258 -0.0112446341433825 -0.00718235326043025 -0.0124804515972456 -0.0132644108702939 0.00257634824274884 0.00619544803560802 0.0304164163919906 0.0246371653185658 -0.00533203520563696 -0.00896645469247397 0.00679453080359296 -0.00442521819507028 -0.00896509286603828 -0.00479276024134848 -0.00804754496061459 0.00430248047721908 0.00362493254499253 0.00239135480334694 0.0135446864249029 0.00108911932445902 0.00383112904801132 0.00019515915049423 -0.00363572689624115 -0.000827950518522983 0.000759302497115617 0.00258724768009994 -0.00335681073768666 -0.00139366585856995 0.000460338472061052 -0.0046977350497929 -0.00078856075723508 -0.0021616033022365
"9" -0.154778883413661 0.0788156104028593 -0.101917653383403 0.0487440170985453 0.00984677318162175 -0.0201685844638002 -0.0592037587628311 0.021911236693884 -0.0535775102896595 -0.080908045266122 -0.0060011282496872 0.00731694770558188 -0.00336066228143353 -0.022073233819289 0.0108793152467482 0.0359547598733838 -0.0216643551108198 0.00286435662428493 -0.0470539485708857 -0.140777351042983 0.0274039145984672 -0.0196963053213889 -0.0371433112022356 -0.0240795927386512 -0.0537603115656856 -0.154087955557216 -0.022813399238256 -0.0282550086270305 -0.151876480132985 0.12582199429249 -0.00816205122612954 -0.0622396804554868 -0.0815007166161922 -0.0714962570761324 -0.0296132138113073 0.0383600535558674 0.132308693930403 0.0952033215499205 -0.0238250619496613 0.0168414799587403 -0.0447052844515595 -0.0399632457548132 0.125191947599943 -0.231465441609978 0.0163000846304786 -0.0964444861515488 0.0333655101601839 0.0900977669542459 -0.0860351700834201 -0.204960306449938 0.16565315723479 0.50347157465674 0.0331889312563392 0.331304593396235 -0.292690043662041 -0.0624762275494728 0.0195621435151376 0.0776698576898437 -0.301075645487896 -0.0179077747188092 0.13406748162697 -0.207448167026507 -0.143259178881495 -0.0437533618102633
"10" -0.155754417784465 0.0495303952123219 -0.0938631532604491 -0.0166759182471541 0.0549519014190303 -0.0922320514619814 -0.0514833067443155 -0.00231227365582938 -0.0308320486620585 -0.0842402320383379 0.0194199927436275 -0.00763830308658336 0.00862063940067676 -0.0178058399462136 0.00897958402171829 0.066686988450585 0.0618164847843852 0.00543030110949466 -0.147639413762245 -0.238703539909873 0.00928628236895584 0.0821724280678796 0.0177784642999041 -0.0723350303809769 -0.146888417799193 0.00511431566524512 0.151219160312028 -0.0241463734761542 -0.273566891016989 -0.0622633605651622 -0.0661939426680908 0.06180928438318 0.00659008198801576 0.226677868101367 -0.179606141782297 0.0161543916478107 -0.0585212360491493 -0.155534394957733 0.0369648580994691 0.0363465511679328 0.159914217794627 0.0839518750631835 -0.0854253621126623 0.00181449844658858 -0.138458191752795 0.0349732118798774 -0.0224356994570972 0.0211444268240307 0.00875198838766851 -0.0282755584311199 -0.0364223563542942 0.187105231020165 -0.370819355747679 -0.209727240373068 -0.0627422027352402 -0.169627872013536 0.0387921623493672 0.16505321334366 0.229625136468863 0.217581409723932 -0.176191595917469 -0.0257524315096444 0.274949755537686 -0.215827056516253
