"vectors.1" "vectors.2" "vectors.3" "vectors.4" "vectors.5" "vectors.6" "vectors.7" "vectors.8" "vectors.9" "vectors.10" "vectors.11" "vectors.12" "vectors.13" "vectors.14" "vectors.15" "vectors.16" "vectors.17" "vectors.18" "vectors.19" "vectors.20" "vectors.21" "vectors.22" "vectors.23" "vectors.24" "vectors.25" "vectors.26" "vectors.27" "vectors.28" "vectors.29" "vectors.30" "vectors.31" "vectors.32" "vectors.33" "vectors.34" "vectors.35" "vectors.36" "vectors.37" "vectors.38" "vectors.39" "vectors.40" "vectors.41" "vectors.42" "vectors.43" "vectors.44" "vectors.45" "vectors.46" "vectors.47" "vectors.48" "vectors.49" "vectors.50" "vectors.51" "vectors.52" "vectors.53" "vectors.54" "vectors.55" "vectors.56" "vectors.57" "vectors.58" "vectors.59" "vectors.60" "vectors.61" "vectors.62" "vectors.63"
"1" -0.122956923735783 0.107945798109935 0.0525680650397154 -0.240673815395383 0.0612837255982162 -0.15626903162619 -0.15902754524161 0.132922672075701 -0.121802419889015 0.0402669364689058 0.137307912850353 -0.0167238610004317 0.0234208590346126 -0.00533059785898462 -0.0448104732289371 -0.00683504256395414 -0.0990902574764379 0.155958474836781 0.0878397793269963 -0.0323078608099074 0.159387710617176 -0.230612538910617 0.170140157317601 0.000263516116666843 -0.108324375895985 0.19322456012937 0.0727802155108506 0.135683084398178 0.205588560914789 0.0597730813252474 0.0416280521816578 0.236930913834552 -0.0680501034222091 -0.12309643504431 0.396275242813724 -0.28896752679893 -0.0945336878367293 -0.0249946769744423 0.0531442923757006 -0.00212932172288471 -0.124259511760436 0.285344355755118 0.0256743781373649 -0.208871517791639 0.00310202401237345 0.0159761048122705 0.157412115568395 0.00866335345800462 -0.0533759863969245 -0.081525186248645 0 0 0 0 -0.166711088965761 0 0 0 0 0 0 0 0
"2" -0.108484451424279 0.229124708252404 0.119972470911759 0.131393344244536 -0.0239895881102685 0.0362697711738356 0.0413891304797056 0.0484443250276557 -0.0560927863702089 -0.0506268630218532 -0.125090868412934 -0.203392012552193 -0.0587771093848048 0.170216821472911 0.226455763130748 -0.00437382776951846 -0.00932157566006809 0.0805822833666585 0.0455585195141339 -0.194206822843446 -0.280259945462857 -0.138565082218076 -0.240025067553284 0.28070038590002 0.170076459276226 0.0819717708246305 -0.126083827164015 -0.280036749808489 0.392572763823076 -0.132589555350982 0.119374172030585 0.178881796561549 0.201924870225983 0.0634485360475302 0.108114331928153 0.0816386620235883 -0.00186060456535402 -0.0873580454817168 0.0368180185088785 -0.020820984684942 0.14301535314989 -0.0370319234553909 0.0179460374405925 -0.0646743013346752 -0.0268954565763654 -0.111321259953961 -0.029442026916955 0.0476680362404827 0.0753398912476276 -0.00417720312790257 0.0069699081087015 0.00112586529371511 0.00943322697937691 0.00190300413913861 0.0161198741591059 0.00735402795181742 -0.0302470160104386 0.0113646250752111 0.00415727480670834 0.007228357249012 0.00182824330881474 -0.010827871049394 0.0263701989459866
"3" -0.149938980130198 0.145126865902005 0.0141173272243577 0.0225244437830963 -0.0551319232353139 -0.01126338781161 0.0334022288753458 0.0278032841427342 -0.034413627871863 -0.00540224289815831 -0.119288987577463 -0.0942273243644402 -0.0645444081009996 0.0469087230798819 0.0870388371255862 -0.0754253806522185 -0.0559439102406712 0.0226940850100384 0.0118981515813026 -0.0374747532195133 -0.0442812148250493 -0.0606018754207138 -0.0113339615212471 -0.102061077510407 -0.00820624526332041 -0.117088345934045 -0.0586343749151542 -0.238548721309163 -0.16097938649123 -0.0407367365306979 0.0166153289933167 0.0155563018201491 -0.0843204016243139 -0.14510289472757 -0.161357224841172 -0.128751434052544 0.056413917126704 -0.0496736503323928 -0.0317012776027816 0.0273913075743966 -0.278202565164765 0.0875529239340049 -0.0734937893356128 0.0950161218056167 0.0928807619086098 0.154922603779179 0.113666481367391 -0.0584416233243671 -0.140611617930063 -0.458464354857939 -0.342363988291992 0.15612871436634 0.0347805368586112 -0.0702575353763903 0.185163870706367 -0.0609274799391545 -0.019546225097591 0.183186362941232 0.0751367098810289 0.0101712293661567 -0.112367978974773 -0.00586466541827984 -0.297453594178045
"4" -0.155427979272892 0.109004104925533 -0.0356551067173116 -0.0245606790407195 -0.0690191325707277 -0.0493954955366755 -0.0310743403885727 0.0478421082637022 -0.0298497656881172 0.0173611679985294 -0.0286048542617728 -0.0197882883173315 -0.0370938075641948 0.0409906440971268 0.00182161299762999 -0.0591608871045175 0.0106233317447916 -0.0124464499585327 0.0156091948449048 0.0695369969256069 0.0568327028946052 -0.0478151315093861 -0.0145974058179935 0.0450012475270216 -0.147896707963005 0.0277476927319989 0.0605344506995176 -0.0342409261890225 -0.198792339190832 -0.223364283637258 -0.255092178157837 0.023199994406778 -0.0785754618496374 0.00253941216336337 0.0782255657386266 0.125965503109062 0.0166748506132435 0.0377481835494801 0.102550693241788 0.209096195436944 0.092580480742397 -0.0547044545314769 -0.120929223019194 -0.145215019960742 0.154916581312532 -0.1661642950198 -0.11041826406143 0.125909149102858 0.0464589433197461 0.0636824281193228 0.0754060573467703 -0.244637991505193 0.290268043542209 -0.109204282081661 0.00789867146793133 0.060965765364455 0.289483396998734 0.36921084529602 0.147633512386769 -0.0485990186356954 -0.332957099842447 0.0124273058003366 0.0950186496224161
"5" -0.0519664339595587 0.116999119272897 -0.211340461932638 0.176124719645157 0.426845166815633 -0.0378145516701928 -0.114554013808633 -0.0269382914215394 0.0592156384396264 0.0686071583866656 -0.0791491117146189 -0.036180846437866 0.0902627814955017 -0.0535979581066517 -0.0260128414143781 0.0109991145668415 -0.0371245540155386 -0.0107557338122495 0.0303363746744776 -0.0395548469537713 -0.0486557420252573 0.00414495023194878 -0.10324239001281 -0.0915111326471786 -0.0799190062574434 0.0783350065578436 0.221496292472944 0.0364855368599897 0.0527201503070367 -0.0305869481531041 0.0897284172054116 -0.0402843021337106 -0.00961798367241433 -0.135034268810601 -0.19169861341401 0.0480498329301112 0.0076503794637469 0.0668552568795439 0.0185683564009348 0.00292624741701023 -0.0871027182140663 -0.138888488177238 -0.0210310200725157 -0.200580974468859 -0.00402225687958974 -0.3356292548337 0.237132517446193 -0.154566206598131 0.0887056474227708 0.130147024878468 -0.294185040492258 0.108220319701866 -0.00289835399624083 -0.140792844979723 -0.104725803573076 -0.156250253765143 0.0739899000952934 -0.112243695810442 -0.182335962389911 -0.014124840277584 -0.143846106215504 0.0512304072067222 0.0736941374961877
"6" -0.0539825191294578 0.110693564609936 -0.212370601288843 0.170856016532458 0.432239714766264 -0.0385302725781044 -0.103752004925227 -0.0233911418867232 0.0486341255447173 0.0679824100599198 -0.066895778906596 -0.0377562353605274 0.0824937251248657 -0.0433504635789385 -0.0133173115937307 0.0306816724434114 -0.0333945019597583 -0.0203801363540234 0.0163865375132502 -0.0295162652764499 -0.000140704406661215 -0.0614946260206527 -0.0206847931316766 -0.123874802563864 -0.0395569346127876 0.150027738340657 0.253340983177819 0.0564642192110435 0.140189980445695 -0.114086719074039 0.0852221332199949 0.0493414533017619 0.12347966908019 -0.153295254411203 -0.0853366088239096 0.0743419485839007 -0.0197502730534996 0.122731822690281 -0.00868749619706436 0.152653781595011 0.0355660916665612 0.054675928164041 -0.0562035620011715 0.189823661085238 -0.0223033136358491 0.35627771586568 -0.240468221662896 0.164729367869571 -0.0980849905228136 -0.0830893153046017 0.24497372712531 -0.0796895911245609 0.0108709100879799 0.116795643468419 0.103379521124232 0.135041081791916 -0.0699624015458295 0.0947110580948973 0.157019965289427 0.00772797246301006 0.117729911995982 -0.0441807357839807 -0.0774586332131182
"7" 0.0657436336882046 -0.0662619768391284 -0.0617656006461599 -0.0953927962766948 0.045432421482992 0.423953744723683 -0.013402635277351 0.472249360156235 0.154980681269006 0.181779417205132 0.0154888712035815 0.282756914636328 -0.0739603115513218 -0.181408115425816 0.146337437828741 -0.0648846492355444 -0.329704051973064 -0.343349074373682 0.221156463318478 0.0761581569610699 -0.0801891118022451 -0.11670730364503 0.00145475656087127 0.0928171089987532 -0.146746210386402 0.068122057667991 -0.0561521838838629 -0.137425321251647 0.082426933944796 -0.00374407863483152 -0.0306973057356095 -0.0561632053717563 -0.000238360859595721 0.0121148479818446 -0.00675484989621914 -0.0147560514604893 0.024591863283523 -0.0233955274112398 -0.0176375485946475 0.00262364046554895 -0.0107754472985499 0.00119441859329565 -0.0176729286163228 0.00884871411425966 -0.0121245661441121 0.00712845278865035 -0.00952113853622948 -0.0123324942445939 -0.0116397605071899 0.000729018969519819 -0.00264481627706794 0.000763028356350536 0.001192777473539 -0.00273719153769066 -0.00197675588694921 -0.00211711686838534 0.00131712338487982 -0.0020411103871076 -0.0032990029920057 -0.000807260476640542 -0.00192953199096061 0.00325022412335759 -0.00161182392121424
"8" 0.0313579585820511 -0.0550453883978473 0.243029909344963 0.14261564702953 0.146327484280967 0.277110710641594 -0.113075638892205 0.177311904782691 -0.454182906333076 0.0567427664392255 -0.206210972541241 -0.110366874598568 -0.379028830066913 0.115949816503081 -0.464134464599718 0.165181146547571 -0.0925464417601198 0.116437766621952 0.0829371334685521 0.0995457058959046 -0.112160637166352 0.127330655324303 0.124248613034315 -0.0558305108257272 0.0627504528542246 -0.00624551963409117 0.0538866955950464 0.0505335390342296 -0.0685959932036914 -0.0630676392435112 0.0163535104977001 0.00870464066631763 0.0311517415848191 0.0469767758120794 0.00118844161466103 0.0096839926452302 0.00687987167991872 -0.00372513210186836 -0.0229898093304887 0.00550716688225171 0.0049774343335435 -0.00331116518773202 0.0166035701691871 -0.00174006528483443 0.000443449795820945 -0.0150964971325543 0.0153097511180075 0.0158131186139204 0.0108205887756919 0.00348697417860856 0.00227197334559144 0.00571968470934815 -0.00410224198590273 0.00784201896686574 -0.00744822680791013 0.00496956691721106 0.000931271811857437 0.00336347635617753 0.0093692395340777 -0.000608428075381976 0.00138054020737006 -0.00736946024685156 -0.00418426064446648
"9" -0.151886511788739 0.13191589739275 0.00464661380508843 0.0338136150087845 -0.0609895749639628 -0.00730996446448706 0.0317313944520405 0.0341788305850896 -0.0330190995298698 -0.00736161169498693 -0.10323266252645 -0.114428412618554 -0.0488153022008381 0.0551821489547605 0.079925286028793 -0.095198237602283 -0.0639445981290729 0.0360845158973643 0.0170186516507044 -0.0317589527794664 -0.0516984482956685 -0.0776545361964051 -0.00602900677393751 -0.107391596046257 -0.00655187763259114 -0.124910951719713 -0.0562832667036602 -0.247400511081742 -0.165073265096062 -0.0607766219035199 0.00549972446091619 0.0103870991466313 -0.0658915189989005 -0.132735078585091 -0.165219809746655 -0.124571863701456 0.0603056789514795 -0.0584993598973145 -0.0374402370429653 0.029679947819107 -0.304902437296011 0.0952808716589173 -0.0754606125249725 0.109115751555939 0.0937708870706717 0.157863028213004 0.132965160204325 -0.0574596365539702 -0.149276933715956 0.353138066217124 0.360711105110198 -0.14422923547417 0.0228463244440551 0.0192509363777414 -0.216100222020373 0.0390973558458188 0.0422861392384118 -0.209937713692071 -0.1813395954209 -0.0193826234448776 0.0568612567189581 0.194231583252823 0.230250204470271
"10" -0.156867754445616 0.0921796249410101 -0.0476726685288402 -0.0107664573651963 -0.0773879655579103 -0.0446120423279097 -0.0367062854971085 0.0566637701471621 -0.0273650701640045 0.0141283448149934 -0.00903544040881193 -0.0415657127684681 -0.0207665796516073 0.0518699814607492 -0.00838821899220194 -0.0709686072270379 -0.00419840785210251 0.00258245464171927 0.0199567596728074 0.0740885019077672 0.0386603637333641 -0.0499760634227984 -0.00775087306554322 0.0494786975375187 -0.158583742980988 0.0134098118431806 0.059706166511415 -0.0495242933650887 -0.20863151129067 -0.217912865672219 -0.253280505203983 0.0330367636516677 -0.109482991788462 -0.0222983842689873 0.0786226059947474 0.115223304809803 0.0218458792986461 0.0474811878823218 0.113799513640625 0.22484692146107 0.117808304482515 -0.0648997451148056 -0.133754068222477 -0.169101893272299 0.171430106788441 -0.173100085595259 -0.135753125381337 0.130518122115032 0.0528762153398317 -0.105791946363914 0.0166489194447026 0.155218398370313 -0.250585998282884 0.0863531588501726 0.0967498274955049 -0.061107556204598 -0.280745634216392 -0.349193998216697 -0.132339780898177 0.0217448810849853 0.353162145572523 0.0465382520510757 -0.126744268925537
