Year,Data
1970,1.00414
1971,1.08444
1972,1.11536
1973,1.29446
1974,1.8298
1975,2.54159
1976,2.66804
1977,2.95338
1978,3.32524
1979,3.704
1980,5.27261
1981,5.79039
1982,6.49073
1983,6.6123699999999985
1984,6.16477
1985,6.56222
1986,5.88342
1987,7.16208
1988,7.15233
1989,7.21765
1990,7.92386
1991,8.02036
1992,8.255339999999999
1993,8.555489999999999
1994,8.04257
1995,7.660360000000002
1996,8.028360000000001
1997,7.65557
1998,7.13485
1999,7.248639999999999
2000,8.34435
2001,8.712710000000001
2002,8.49289
2003,9.22098
2004,9.6329
2005,11.49819
2006,12.44962
2007,13.25504
2008,16.21069
2009,13.388520000000002
