Year,Data
1970,250.139
1971,281.2081
1972,343.62905
1973,412.31734
1974,527.80473
1975,697.09326
1976,779.7790200000002
1977,941.28777
1978,1040.2187199999996
1979,1257.70625
1980,1431.59894
1981,1622.28037
1982,1782.3564199999996
1983,1917.85296
1984,2086.41694
1985,2381.4001
1986,2536.20372
1987,2664.45221
1988,2886.01474
1989,3030.31995
1990,3181.13244
1991,3249.43107
1992,3516.41256
1993,3644.56335
1994,3747.27027
1995,3700.37153
1996,3929.57943
1997,4019.20644
1998,4091.92874
1999,4170.21987
2000,4431.20837
2001,4525.59711
2002,4514.069970000001
2003,4705.51476
2004,4985.22894
2005,5404.4067399999985
2006,6034.1196
2007,6589.54297
2008,6951.47217
2009,7017.40448
