Year,Data
1970,0.67674
1971,0.78165
1972,0.8958299999999999
1973,0.88869
1974,1.08988
1975,1.21807
1976,1.33391
1977,1.71429
1978,1.87015
1979,2.62475
1980,7.080889999999999
1981,9.79106
1982,9.72077
1983,10.37844
1984,11.21956
1985,11.14262
1986,10.77199
1987,8.14987
1988,8.5886
1989,9.11718
1990,20.92518
1991,21.71246
1992,21.04189
1993,19.31911
1994,18.514570000000006
1995,19.77071
1996,20.64008
1997,23.72524
1998,16.35419
1999,17.66147
2000,28.31348
2001,16.648870000000002
2002,15.65622
2003,19.37506
2004,22.20975
2005,39.4643
2006,41.08594
2007,48.70777
2008,67.64944
2009,48.52284
