Year,Data
1960,170743.0278
1961,166280.4478
1962,190998.4069
1963,179465.4782
1964,173247.3013
1965,156510.0414
1966,172057.1721
1967,180367.1983
1968,190307.3567
1969,179333.0748
1970,193844.6769
1971,194681.4783
1972,203950.1679
1973,196871.8917
1974,191937.265
1975,180973.4753
1976,200611.526
1977,179353.3394
1978,170431.4697
1979,169087.5293
1980,165181.3267
1981,150425.5174
1982,155408.2554
1983,166351.8118
1984,179011.1922
1985,154450.9811
1986,135297.8367
1987,152880.9933
1988,149551.2424
1989,156055.2587
1990,193723.647
1991,190842.3655
1992,196409.6743
1993,196752.7566
1994,199147.2234
1995,206972.5237
1996,233083.7372
1997,220560.4691
1998,211184.4099
1999,209070.0901
2000,225925.1591
2001,206231.9525
2002,201565.3513
2003,216386.2003
2004,227483.859
2005,224531.1026
2006,225221.126
2007,250534.066
2008,241954.1898
2009,227361.0232
