Year,Data
1960,37008.26113
1961,38756.07061
1962,40731.08732
1963,58487.43034
1964,76813.24524
1965,93010.01103
1966,88996.11545
1967,99589.54499
1968,97328.52488
1969,110670.28
1970,159858.983
1971,176250.6066
1972,189187.7226
1973,208635.4861
1974,218381.9983
1975,211486.5498
1976,216174.8719
1977,232287.2568
1978,213088.5225
1979,219137.6131
1980,263075.9226
1981,252230.8235
1982,271011.657
1983,294058.6915
1984,283516.9707
1985,296775.8975
1986,262720.1912
1987,280661.3943
1988,288160.8602
1989,309924.1847
1990,303735.9389
1991,264929.4528
1992,292451.8528
1993,300591.6196
1994,312329.4045
1995,309106.4079
1996,315047.1959
1997,329943.0151
1998,336689.1003
1999,342203.4135
2000,352700.4098
2001,346407.7637
2002,322919.1661
2003,345631.6104
2004,345880.1009
2005,367307.7363
2006,385086.265
2007,373402.9768
2008,372787.5139
2009,395143.6816
