Year,Data
1960,23433.48173
1961,25821.809230000006
1962,29235.98293
1963,28114.77252
1964,32672.22118
1965,33345.48895
1966,36711.71698000001
1967,52740.78743
1968,57717.2414
1969,58035.13369
1970,64490.20555
1971,67765.63984
1972,69355.01604
1973,64406.19999
1974,64652.1064
1975,59036.49854
1976,73342.25598
1977,67149.60278
1978,67350.55837
1979,68757.2198
1980,71773.83232
1981,67629.08804
1982,68916.5797
1983,78383.14063
1984,82818.43332000001
1985,75359.31547
1986,79593.7475
1987,82573.04377
1988,95541.22286
1989,98492.41881
1990,95794.20363
1991,96048.72215
1992,99260.83345
1993,101469.3539
1994,100223.5405
1995,101051.7762
1996,106832.3383
1997,106639.2045
1998,111164.8803
1999,113872.359
2000,123458.6323
2001,124826.7911
2002,126193.5707
2003,119410.6766
2004,121077.4274
2005,122712.3541
2006,121749.2076
2007,125697.2212
2008,126975.5235
2009,122394.6555
