Year,Data
1960,48883.80586
1961,51276.94309
1962,48408.62495
1963,52769.80682
1964,60571.82159
1965,58448.68102
1966,63155.29896
1967,66565.87181
1968,72081.0764
1969,82045.8504
1970,88708.25685
1971,98657.38377
1972,110491.1751
1973,122453.8561
1974,124373.5265
1975,129480.4893
1976,134115.615
1977,139623.3197
1978,138738.9681
1979,147419.2723
1980,153650.6775
1981,150275.1784
1982,155008.7216
1983,165927.8943
1984,169967.6817
1985,185443.9899
1986,181647.1923
1987,191981.2112
1988,201355.168
1989,214578.7877
1990,218622.1319
1991,222153.3557
1992,225724.3669
1993,230168.5019
1994,246561.2001
1995,243723.397
1996,262721.4087
1997,277185.77
1998,292444.178
1999,302391.3156
2000,328904.7268
2001,336772.4716
2002,338569.4707
2003,350843.032
2004,366479.7348
2005,381485.9443
2006,398352.2728
2007,423468.0486
2008,413297.4169
2009,400826.9578
