Year,Data
1960,67140.96273
1961,50858.74178
1962,48974.52925
1963,53418.13671
1964,65227.17106
1965,58357.70235
1966,59738.92263
1967,69119.15282999999
1968,71949.42142
1969,79625.34837
1970,82034.74648999999
1971,92420.07537
1972,102004.8192
1973,113205.4643
1974,120126.3935
1975,122308.2232
1976,132602.1377
1977,138791.3452
1978,135112.5745
1979,133590.7732
1980,138112.6391
1981,136413.2016
1982,138057.5839
1983,138280.7104
1984,154865.7085
1985,169343.7312
1986,174349.8987
1987,191706.7241
1988,197457.5154
1989,212385.5381
1990,215545.6382
1991,210530.3264
1992,215106.2646
1993,218895.5763
1994,230656.6332
1995,240055.4457
1996,252436.6538
1997,264827.2886
1998,282241.3634
1999,293982.4568
2000,311260.2785
2001,309311.7517
2002,315794.4447
2003,315230.0153
2004,323077.9909
2005,335423.7356
2006,346070.4541
2007,366727.6044
2008,367050.8881
2009,352103.5235
