Year,Data
1960,50409.18846000001
1961,81589.56164
1962,97960.76465
1963,105546.5352
1964,100320.5202
1965,119134.473
1966,132001.1828
1967,119086.6269
1968,128496.4266
1969,143598.8877
1970,155497.1492
1971,158804.9115
1972,178742.0358
1973,190539.6285
1974,198516.9795
1975,178073.0196
1976,190110.966
1977,207200.8455
1978,207073.6587
1979,231166.4643
1980,196777.9198
1981,231957.3764
1982,191878.6359
1983,190241.8638
1984,197812.8867
1985,194691.2343
1986,197132.8077
1987,169660.4097
1988,184669.3069
1989,193915.3277
1990,189010.9396
1991,192826.3445
1992,206028.6708
1993,199862.0282
1994,210938.9844
1995,229573.4326
1996,241790.5482
1997,250282.033
1998,244415.7032
1999,244122.6642
2000,232783.0447
2001,214398.9653
2002,208006.502
2003,201687.9022
2004,230731.2347
2005,227379.4354
2006,234295.9184
2007,233891.4245
2008,244953.6902
2009,207759.871
