Year,Data
1970,0.90046
1971,0.97897
1972,1.05901
1973,1.19249
1974,1.79473
1975,2.2465200000000003
1976,2.64785
1977,3.20689
1978,3.73053
1979,4.31629
1980,6.2398099999999985
1981,7.09972
1982,7.9392
1983,8.36097
1984,7.652989999999999
1985,7.929019999999999
1986,7.12264
1987,6.57821
1988,6.87655
1989,6.80172
1990,6.985060000000002
1991,7.107010000000002
1992,7.08462
1993,6.44865
1994,6.7831100000000015
1995,6.974080000000002
1996,6.937689999999999
1997,7.045089999999999
1998,6.31379
1999,6.32854
2000,8.18246
2001,9.71918
2002,8.29016
2003,9.94303
2004,10.40074
2005,12.29466
2006,12.86068
2007,12.83209
2008,14.75705
2009,11.37219
