Year,Data
1970,2.06715
1971,2.12878
1972,2.1581900000000003
1973,2.42091
1974,3.65449
1975,4.0176300000000005
1976,4.1714
1977,4.37712
1978,4.46767
1979,6.03911
1980,8.22221
1981,9.49108
1982,9.34111
1983,8.01865
1984,7.80038
1985,7.68
1986,5.827000000000001
1987,5.9510000000000005
1988,5.97861
1989,6.51083
1990,7.43357
1991,7.020110000000002
1992,7.72157
1993,7.64542
1994,7.42273
1995,7.5224600000000015
1996,8.24963
1997,8.65055
1998,7.454039999999999
1999,8.8085
2000,10.84328
2001,10.46072
2002,9.6245
2003,11.69602
2004,14.1543
2005,16.84444
2006,19.05039
2007,20.37062
2008,24.91814
2009,17.83812
