Year,Data
1970,2.08354
1971,2.1531
1972,2.50828
1973,2.75258
1974,3.5386300000000004
1975,4.35749
1976,5.1229
1977,6.2971
1978,6.8990800000000005
1979,6.9583
1980,9.55526
1981,10.66328
1982,12.28794
1983,12.76286
1984,13.90496
1985,15.060529999999998
1986,14.98664
1987,14.11206
1988,13.75443
1989,14.486670000000002
1990,15.04083
1991,15.861579999999998
1992,16.67621
1993,17.71794
1994,18.50765
1995,17.67983
1996,17.607020000000006
1997,18.00146
1998,16.61512
1999,17.46285
2000,19.72948
2001,23.57061
2002,24.65041
2003,24.8049
2004,24.10463
2005,25.29654
2006,26.97346
2007,26.85945
2008,26.953540000000004
2009,26.54499
