Year,Data
1970,17.14526
1971,16.961
1972,19.55738
1973,20.37253
1974,21.41195
1975,20.52859
1976,24.09149
1977,26.811090000000004
1978,29.09597
1979,32.70231
1980,32.13655
1981,37.61661
1982,57.20321
1983,39.74216
1984,58.46083
1985,59.04628
1986,51.4484
1987,58.79444
1988,60.22707
1989,106.30659
1990,72.99036
1991,79.70071
1992,84.5485
1993,75.06904
1994,75.64994
1995,96.75562
1996,86.37018
1997,88.55235
1998,97.24454
1999,86.12987
2000,99.97686
2001,108.84392
2002,141.82578999999996
2003,117.00091
2004,107.10278999999998
2005,192.59044
2006,192.20014
2007,210.26855
2008,289.45936
2009,157.8882
