Year,Data
1970,804.91993
1971,981.17787
1972,1016.18146
1973,1136.16803
1974,1639.40941
1975,2361.28984
1976,3282.16357
1977,3996.92005
1978,5231.59188
1979,5573.9586100000015
1980,6837.95191
1981,8869.88992
1982,9736.53003
1983,9522.58626
1984,10687.87059
1985,9815.82995
1986,7021.233690000001
1987,6513.90769
1988,7247.166999999998
1989,8053.06341
1990,7586.68348
1991,7214.31408
1992,7598.365240000001
1993,9020.50308
1994,7979.33344
1995,7409.193990000002
1996,9815.63653
1997,10773.83869
1998,9128.94786
1999,9475.21743
2000,16609.70654
2001,17223.38818
2002,13852.883569999998
2003,20157.59893
2004,21200.71464
2005,24494.56659
2006,20532.34084
2007,21465.35
2008,27441.51372
2009,13058.58913
