Year,Data
1970,1.95606
1971,2.05091
1972,1.98298
1973,2.04278
1974,2.92509
1975,3.44574
1976,3.66959
1977,3.8289
1978,4.10234
1979,5.43345
1980,8.13466
1981,9.50309
1982,9.19322
1983,8.12761
1984,8.01816
1985,8.1706
1986,6.52267
1987,6.97392
1988,6.5686300000000015
1989,7.33887
1990,8.3167
1991,7.7553
1992,8.0946
1993,8.53323
1994,8.477219999999999
1995,8.48715
1996,9.32861
1997,9.18457
1998,7.734610000000001
1999,8.42176
2000,10.82822
2001,10.34359
2002,9.61638
2003,11.87391
2004,14.09389
2005,17.375120000000006
2006,19.30866
2007,20.475720000000006
2008,24.59675
2009,17.18042
