Year,Data
1970,2.48408
1971,2.62296
1972,2.77896
1973,3.07
1974,3.6534
1975,4.068219999999998
1976,4.71687
1977,5.4261
1978,5.97973
1979,6.48245
1980,8.50168
1981,10.65265
1982,12.4467
1983,13.25443
1984,13.14188
1985,13.70302
1986,12.93312
1987,12.42155
1988,12.88811
1989,13.0081
1990,13.966879999999998
1991,14.46231
1992,14.68974
1993,15.34294
1994,15.86334
1995,15.521720000000002
1996,15.559070000000002
1997,15.83237
1998,16.28718
1999,16.39387
2000,17.70184
2001,19.63542
2002,17.61431
2003,20.46009
2004,22.250020000000006
2005,25.58533
2006,30.20505
2007,27.9086
2008,30.24882
2009,28.19682
