Year,Data
1970,2.07168
1971,2.16246
1972,2.1425400000000003
1973,2.20379
1974,3.21939
1975,3.5435800000000004
1976,3.7103
1977,3.9486
1978,3.96445
1979,5.28904
1980,7.419869999999999
1981,8.76112
1982,8.37143
1983,7.55247
1984,7.44718
1985,7.456239999999998
1986,5.36175
1987,6.03255
1988,5.88063
1989,6.40299
1990,7.57155
1991,7.29292
1992,7.11725
1993,7.19503
1994,7.2664300000000015
1995,7.37562
1996,7.9009
1997,7.59696
1998,6.44382
1999,7.104360000000002
2000,9.56094
2001,8.97841
2002,8.52673
2003,9.94961
2004,12.18757
2005,16.00014
2006,18.11708
2007,19.53397
2008,24.13368
2009,16.409860000000002
