Year,Data
1970,4.76388
1971,5.01211
1972,5.3608400000000005
1973,5.87911
1974,7.93885
1975,8.71066
1976,9.47997
1977,11.36386
1978,12.39184
1979,12.43081
1980,17.15618
1981,18.892670000000006
1982,21.8496
1983,20.7881
1984,20.94064
1985,22.90352
1986,23.211270000000006
1987,22.70108
1988,23.41533
1989,24.911620000000006
1990,25.98045
1991,27.69657
1992,28.383090000000006
1993,28.5039
1994,28.7816
1995,29.15305
1996,27.850040000000003
1997,28.04186
1998,26.23398
1999,26.376340000000006
2000,27.809990000000006
2001,32.90464
2002,35.80531
2003,34.59158
2004,33.32502
2005,34.15031
2006,37.65886
2007,37.61509
2008,36.65663
2009,38.90736
