Year,Data
1970,0.5579999999999999
1971,0.61563
1972,0.6482600000000001
1973,0.7237100000000001
1974,0.91555
1975,1.24525
1976,1.5521
1977,1.90788
1978,2.02801
1979,2.47408
1980,3.54484
1981,3.8808
1982,4.70218
1983,5.30534
1984,5.42478
1985,5.0137
1986,4.01618
1987,3.77062
1988,4.04622
1989,4.0042300000000015
1990,4.19696
1991,4.3430300000000015
1992,3.97345
1993,4.02495
1994,4.12515
1995,4.22244
1996,4.31968
1997,4.68633
1998,4.39139
1999,4.2474300000000005
2000,6.5399400000000005
2001,8.783439999999999
2002,5.0988
2003,7.03827
2004,7.60733
2005,9.57478
2006,8.83287
2007,8.69464
2008,10.05801
2009,6.37809
