Year,Data
1970,1.3908
1971,1.40155
1972,1.41576
1973,1.44762
1974,1.53767
1975,1.55348
1976,1.57475
1977,1.62288
1978,1.6510599999999998
1979,1.87935
1980,2.73847
1981,3.31842
1982,3.19277
1983,3.18475
1984,3.38122
1985,3.30245
1986,3.12512
1987,3.11927
1988,3.16311
1989,1.69757
1990,1.383
1991,1.43816
1992,1.2962
1993,1.11381
1994,2.47788
1995,2.53332
1996,2.13088
1997,1.4723
1998,1.44288
1999,1.32147
2000,2.13427
2001,2.39095
2002,2.61792
2003,3.06534
2004,3.55597
2005,4.07549
2006,4.38023
2007,6.83142
2008,4.03978
2009,3.9352
