Year,Data
1960,37914.37613
1961,65308.12342
1962,76055.28787999999
1963,82976.51931
1964,76412.62178
1965,92005.94316
1966,102666.1286
1967,90462.26595
1968,98217.82774
1969,109180.4355
1970,116277.7342
1971,117692.4744
1972,133055.2578
1973,142183.1706
1974,145977.1996
1975,121864.7349
1976,131298.2261
1977,148032.4447
1978,145699.4783
1979,165479.2236
1980,131179.5219
1981,151798.6023
1982,126766.0351
1983,126749.9998
1984,139713.3851
1985,128603.7818
1986,133157.6821
1987,105517.1254
1988,114702.8241
1989,117335.9055
1990,110457.1401
1991,112027.6552
1992,120787.6889
1993,115024.0288
1994,124682.1631
1995,137212.3223
1996,143227.8524
1997,148490.2366
1998,147922.6574
1999,147504.9684
2000,140371.0947
2001,128395.087
2002,124634.9606
2003,120000.0401
2004,141379.5639
2005,142955.5575
2006,144372.7311
2007,144010.4407
2008,150970.2426
2009,127341.8036
