Year,Data
1970,0.38555
1971,0.44637
1972,0.39165
1973,0.4237
1974,0.67099
1975,0.61268
1976,0.7440899999999999
1977,0.79707
1978,0.8740100000000001
1979,1.13718
1980,1.21575
1981,1.46963
1982,1.6072799999999998
1983,1.68373
1984,1.6831
1985,1.59665
1986,1.54682
1987,1.53731
1988,1.4653
1989,1.44052
1990,1.43835
1991,1.48654
1992,1.48082
1993,1.42127
1994,1.34478
1995,1.33313
1996,1.29217
1997,1.26093
1998,1.24926
1999,1.21108
2000,1.2288
2001,1.33483
2002,1.27599
2003,1.26214
2004,1.32058
2005,1.34542
2006,1.50535
2007,1.65473
2008,1.90476
2009,1.89361
