Year,Data
1970,0.29356
1971,0.32633
1972,0.3382
1973,0.358
1974,0.53869
1975,0.89233
1976,1.20548
1977,1.3591799999999998
1978,1.70807
1979,1.93359
1980,2.1653
1981,2.77635
1982,3.43795
1983,3.52749
1984,3.68209
1985,3.38081
1986,2.62231
1987,2.3788400000000003
1988,2.4432400000000003
1989,2.4961900000000004
1990,2.44928
1991,2.28493
1992,2.45451
1993,2.77538
1994,2.49941
1995,2.23089
1996,2.77707
1997,3.05138
1998,2.54428
1999,2.7347
2000,4.28808
2001,4.63921
2002,3.65577
2003,5.6322
2004,6.1334800000000005
2005,8.10533
2006,6.9954600000000005
2007,7.093369999999998
2008,9.15795
2009,4.65043
