Year,Data
1970,907.99331
1971,1031.70819
1972,1169.5591
1973,1316.4697
1974,1647.3102199999996
1975,2168.91802
1976,2478.32199
1977,3144.82074
1978,3441.83811
1979,3752.29777
1980,5390.95536
1981,6280.99905
1982,6744.33763
1983,6365.58476
1984,7136.552940000001
1985,7573.6435900000015
1986,7479.286359999999
1987,7690.78598
1988,8088.7086
1989,8799.26356
1990,9707.24834
1991,10157.14588
1992,10386.11688
1993,10314.78722
1994,10782.88182
1995,10746.10189
1996,10115.87302
1997,10784.5248
1998,11065.18298
1999,10532.43866
2000,11973.60861
2001,15149.56692
2002,15753.80554
2003,15803.89894
2004,16179.32286
2005,16891.578230000006
2006,18537.83513
2007,18847.84313
2008,19335.76494
2009,18716.52188
