Year,Data
1970,3750.39808
1971,4021.05368
1972,4125.87746
1973,4756.62483
1974,6864.21746
1975,7763.150890000001
1976,8536.2481
1977,9583.0659
1978,10524.48164
1979,14093.88531
1980,19290.67859
1981,22095.25379
1982,20691.50131
1983,17970.212190000002
1984,18407.44725
1985,18026.23667
1986,14174.090719999998
1987,15216.12926
1988,16191.273980000002
1989,18196.61446
1990,20897.16186
1991,18741.11265
1992,20562.38314
1993,20079.44958
1994,20354.15531
1995,21050.85822
1996,23476.73676
1997,24016.02235
1998,20856.4505
1999,25186.96244
2000,32612.162480000006
2001,30910.03376
2002,30030.5827
2003,38123.73867
2004,45036.20467
2005,55138.65527999999
2006,63421.96745
2007,68690.01552
2008,79898.80941
2009,55601.62655
