Year,Data
1970,1007.60271
1971,1102.72544
1972,1232.66771
1973,1368.32026
1974,1550.53241
1975,1715.63225
1976,2015.24522
1977,2603.7921300000007
1978,3008.08846
1979,3408.08214
1980,3853.8244700000014
1981,4676.610470000001
1982,5765.2831799999985
1983,6016.50007
1984,6584.6922
1985,6856.3528099999985
1986,6224.57748
1987,6322.56846
1988,6643.638220000002
1989,7095.571859999999
1990,7404.08752
1991,7817.075129999998
1992,7726.27333
1993,8521.36539
1994,8667.02647
1995,8510.292
1996,9196.90064
1997,9545.73255
1998,9853.91228
1999,9621.46942
2000,11300.09016
2001,12931.54104
2002,11834.3326
2003,13563.0049
2004,14199.263030000002
2005,16841.1896
2006,19082.30965
2007,18511.46386
2008,20077.80191
2009,18783.70036
