Year,Data
1970,1493.52659
1971,1695.41196
1972,1907.40256
1973,2363.31593
1974,4088.70864
1975,4427.23164
1976,5837.81992
1977,7121.91895
1978,8273.809070000001
1979,11563.87992
1980,15892.81651
1981,19464.49815
1982,17661.32495
1983,17665.8092
1984,19125.5147
1985,16351.24264
1986,12830.89552
1987,12326.28954
1988,13004.94229
1989,12879.73219
1990,15063.34234
1991,15130.067480000003
1992,15286.00204
1993,15579.17772
1994,16967.16764
1995,16713.91766
1996,22194.93209
1997,22814.78726
1998,18218.04258
1999,19793.51054
2000,28689.833
2001,26506.40763
2002,23848.73501
2003,31861.55983
2004,39150.46926000001
2005,43531.5492
2006,53714.94596000001
2007,58340.62182000001
2008,68771.55011
2009,40040.80148
