Year,Data
1970,517.37933
1971,565.99016
1972,640.82931
1973,714.45324
1974,894.0930300000001
1975,1125.5261
1976,1373.29612
1977,1772.28393
1978,2105.74805
1979,2860.3007
1980,3090.90725
1981,3946.36009
1982,4520.80023
1983,5310.98683
1984,5193.05188
1985,5238.48002
1986,4632.28453
1987,4635.43237
1988,4908.13361
1989,5075.00083
1990,5304.85323
1991,5595.14819
1992,5715.77586
1993,6068.86468
1994,6339.48864
1995,6278.07335
1996,6443.23113
1997,6875.85439
1998,6860.46467
1999,7005.16425
2000,8302.1126
2001,9330.54334
2002,8166.2409
2003,9524.44414
2004,9705.6752
2005,11894.68826
2006,12882.04043
2007,12840.5143
2008,14668.33556
2009,13269.4566
